,S,K,T,ANN_price
132336,19811.35,18700.0,8,1136.17
131265,19512.35,21200.0,52,14.74
166203,21182.7,19550.0,14,1712.19
112539,19253.8,19150.0,14,259.68
152435,19783.4,19300.0,9,589.7
119757,20192.35,18400.0,13,1835.95
83775,19398.5,18950.0,1,477.24
111096,19342.65,18450.0,9,926.67
109049,19386.7,17600.0,7,1793.77
105314,19465.0,19200.0,29,483.17
172698,21441.35,22150.0,30,55.03
130885,19512.35,18750.0,10,849.37
148050,19425.35,20500.0,13,5.58
130800,19512.35,20450.0,3,3.37
107880,19396.45,19550.0,16,124.19
144289,19230.6,20500.0,6,1.76
127216,19528.75,19200.0,23,522.36
146371,19406.7,22000.0,233,178.4
145720,19406.7,20450.0,2,2.27
74140,18755.9,19700.0,1,2.08
113630,19528.8,20650.0,3,1.64
149728,19675.45,19900.0,29,197.88
156899,20133.15,20750.0,7,11.25
162580,20969.4,22150.0,6,3.49
161828,20901.15,21600.0,7,10.54
117237,19996.35,19700.0,45,589.12
84619,19497.3,19200.0,0,333.89
155806,19889.7,21300.0,58,29.7
88722,19413.75,17900.0,14,1549.17
157575,20267.9,21600.0,6,1.81
120732,20133.3,19600.0,38,764.33
165557,20926.35,22150.0,29,12.3
151598,19694.0,19500.0,3,287.82
95692,19659.9,20150.0,14,31.68
118614,20070.0,19950.0,29,363.72
158820,20686.8,21250.0,17,34.05
166676,21182.7,21300.0,77,493.45
158154,20267.9,19500.0,90,1203.39
163213,20969.4,21000.0,83,583.1
89373,19564.5,18150.0,13,1438.81
79804,18691.2,19250.0,31,61.85
127125,19528.75,20500.0,16,6.94
96706,19646.05,19200.0,62,798.41
164612,20906.4,21200.0,23,135.08
83323,19389.0,18050.0,23,1411.29
171016,21255.05,20500.0,35,989.67
146550,19443.5,19600.0,8,84.75
146144,19406.7,19450.0,30,294.62
104863,19434.55,21000.0,500,1143.78
157030,20133.15,21600.0,14,2.84
123781,19674.55,23000.0,185,55.02
80327,18817.4,18200.0,16,701.64
160488,20855.1,20350.0,51,829.88
79778,18691.2,17850.0,31,976.8
82817,19322.55,19300.0,87,582.89
168178,21418.65,21000.0,31,677.73
120031,20192.35,21000.0,34,38.74
115031,19611.05,19250.0,15,489.61
167863,21418.65,21900.0,10,33.12
105841,19365.25,18750.0,14,708.4
158093,20267.9,21550.0,55,38.08
156558,20096.6,19600.0,57,829.85
107079,19393.6,17900.0,10,1509.76
163520,20997.1,22200.0,10,4.27
148130,19425.35,19000.0,20,587.14
97668,19733.55,21000.0,2,1.02
156488,20096.6,19950.0,36,439.66
78616,18771.25,18950.0,70,384.62
116732,19819.95,21000.0,202,465.91
139913,18857.25,21000.0,21,2.38
161283,20937.7,19000.0,29,2043.83
132594,19811.35,19550.0,22,449.78
112922,19253.8,22000.0,119,22.47
82810,19322.55,18950.0,87,836.4
164439,20906.4,19550.0,16,1457.96
92770,19979.15,20950.0,42,39.39
81060,18972.1,19050.0,15,153.74
170072,21150.15,21300.0,36,328.62
144223,19133.25,21000.0,420,817.97
87837,19384.3,18950.0,8,516.84
86042,19331.8,19100.0,83,734.06
138226,19281.75,20500.0,17,5.61
171562,21349.4,21900.0,13,33.77
150764,19765.2,18500.0,70,1551.87
95347,19659.9,18100.0,0,1570.98
73607,18716.15,19400.0,9,7.56
86943,19439.4,18350.0,2,1099.9
163947,20997.1,22050.0,45,46.93
147703,19395.3,20150.0,49,102.55
164864,20906.4,20900.0,79,579.05
86798,19355.9,19300.0,80,579.96
168273,21418.65,21900.0,38,159.3
102790,19543.1,19050.0,0,535.89
89675,19564.5,19550.0,48,391.05
117695,19993.2,18800.0,16,1264.15
106472,19310.15,19550.0,13,73.09
147948,19425.35,21100.0,6,1.29
119307,20103.1,21300.0,21,7.34
90805,19749.25,19400.0,9,435.16
167836,21418.65,20550.0,10,959.62
123596,19674.55,21550.0,31,5.01
97064,19753.8,19800.0,10,131.95
77383,18856.85,19700.0,1,3.07
156486,20096.6,19850.0,36,522.8
91557,19833.15,19250.0,8,630.93
141896,19079.6,19300.0,2,32.22
114661,19574.9,21200.0,51,14.64
86331,19355.9,18800.0,10,625.87
74896,18688.1,18650.0,7,147.95
91243,19749.25,20100.0,72,313.08
174428,21778.7,18500.0,28,3355.55
173816,21654.75,22000.0,183,890.78
124618,19716.45,21050.0,1,0.94
138748,19122.15,21200.0,1,0.0
165907,21182.7,21450.0,0,23.72
111195,19342.65,19000.0,16,473.4
148350,19425.35,19500.0,48,363.96
134302,19751.05,18000.0,76,2026.34
119628,20192.35,19350.0,6,879.28
81968,19189.05,19200.0,62,446.87
168144,21418.65,22950.0,24,6.54
99458,19381.65,21350.0,14,2.15
75030,18688.1,18650.0,14,204.91
133306,19794.0,21400.0,14,2.64
97297,19753.8,19750.0,31,305.62
96718,19646.05,19800.0,62,370.96
138306,19281.75,20950.0,24,4.06
171843,21349.4,21600.0,34,234.0
142209,19079.6,19300.0,23,167.92
101664,19570.85,18200.0,23,1470.92
88455,19413.75,19150.0,0,309.35
151369,19731.8,20500.0,41,76.24
172705,21441.35,22500.0,30,26.14
105454,19465.0,19000.0,71,852.15
77797,18856.85,18900.0,36,309.79
74999,18688.1,17000.0,14,1741.41
113638,19528.8,21050.0,3,0.97
131969,19689.85,19800.0,51,363.2
125363,19523.55,19000.0,0,577.6
79548,18691.2,17500.0,10,1229.29
94236,19672.35,18400.0,38,1436.78
92346,19979.15,18750.0,7,1226.14
143620,19133.25,20800.0,7,1.38
157748,20267.9,19200.0,20,1164.29
110829,19306.05,20400.0,59,58.8
120010,20192.35,21550.0,27,7.85
175579,21731.4,21000.0,363,2254.04
77004,18816.7,20250.0,16,2.94
104185,19434.55,19100.0,3,387.39
143088,18989.15,21000.0,29,4.03
174837,21731.4,21600.0,6,253.55
117834,19993.2,19600.0,23,562.79
150044,19765.2,17900.0,0,1870.81
125882,19523.55,21300.0,28,4.46
126288,19638.3,19750.0,13,131.35
173219,21654.75,20850.0,8,905.25
160512,20855.1,21550.0,51,136.26
146742,19443.5,18750.0,22,827.72
141883,19079.6,18650.0,2,512.45
149577,19675.45,21650.0,15,2.31
95916,19659.9,20500.0,35,40.51
173872,21778.7,18800.0,0,2959.47
111339,19342.65,20200.0,30,27.04
104670,19434.55,20400.0,45,50.16
135000,19731.75,19600.0,73,614.25
75553,18826.0,16600.0,13,2252.1
148844,19443.55,21200.0,17,2.68
147084,19443.5,23000.0,141,18.19
79899,18691.2,18500.0,66,593.57
92873,19979.15,20150.0,70,386.51
87654,19439.4,18000.0,534,3165.4
175011,21731.4,22750.0,13,7.42
108278,19444.0,19850.0,1,7.15
146013,19406.7,18950.0,23,637.84
101589,19570.85,19550.0,16,227.7
130538,19653.5,20250.0,55,154.23
107376,19393.6,20050.0,38,73.83
135396,19811.5,19750.0,16,244.43
135255,19811.5,18400.0,9,1434.18
82585,19322.55,20500.0,24,7.53
119310,20103.1,21450.0,21,5.99
153530,19811.85,20900.0,36,24.26
172822,21441.35,19500.0,65,2207.57
113991,19528.8,19300.0,31,464.85
168887,21453.1,20900.0,16,701.03
113886,19528.8,20100.0,24,39.21
118162,20070.0,19850.0,1,263.6
137799,19542.65,19400.0,69,596.23
83616,19389.0,19550.0,86,457.41
93092,19745.0,21050.0,6,1.51
139435,19122.15,22000.0,155,48.95
118878,20103.1,19300.0,0,814.8
82142,19189.05,20000.0,272,882.95
126151,19638.3,18950.0,6,727.52
109310,19386.7,20400.0,21,9.13
136257,19671.1,19350.0,43,624.28
114048,19528.8,21000.0,52,22.61
131870,19689.85,20500.0,23,25.71
156701,20133.15,18450.0,0,1685.69
83595,19389.0,17000.0,86,2637.72
97445,19753.8,20700.0,59,80.12
116750,19819.95,16000.0,475,4984.12
174431,21778.7,18800.0,28,3064.86
143322,18989.15,19200.0,85,469.03
154534,19794.7,19400.0,6,473.78
119152,20103.1,19550.0,14,657.63
109423,19386.7,20700.0,35,11.82
129391,19545.75,19750.0,7,63.29
83228,19389.0,19500.0,16,136.69
88781,19413.75,20850.0,14,2.7
116818,19996.35,20850.0,3,4.18
159468,20686.8,20850.0,52,364.86
107636,19396.45,20100.0,2,4.77
110982,19342.65,20100.0,2,4.39
131039,19512.35,20650.0,17,6.21
105558,19465.0,17000.0,498,3877.16
138871,19122.15,20300.0,8,2.66
85955,19331.8,20200.0,55,92.85
143698,19133.25,18850.0,14,428.94
152480,19783.4,21550.0,9,1.76
91808,19833.15,20800.0,22,10.75
170879,21255.05,22350.0,21,11.12
106692,19310.15,13000.0,41,6234.24
103480,19543.1,19000.0,140,1252.15
121129,19901.4,20150.0,8,63.83
101483,19570.85,19350.0,9,332.44
164037,20997.1,21500.0,80,300.89
163603,20997.1,18200.0,17,2827.91
97264,19753.8,17000.0,31,2808.29
131515,19689.85,20200.0,2,5.43
125999,19523.55,19200.0,63,728.02
76356,18755.45,20050.0,17,4.07
94228,19672.35,17600.0,38,2212.98
161837,20901.15,22050.0,7,4.02
81624,19189.05,19000.0,13,313.77
123192,19674.55,22000.0,3,0.21
133014,19794.0,20500.0,0,4.51
143068,18989.15,20000.0,29,22.25
118919,20103.1,21350.0,0,0.87
175236,21731.4,23100.0,27,8.63
141135,19140.9,19750.0,3,5.86
138095,19281.75,18750.0,10,652.38
100641,19517.0,21000.0,510,1231.19
151068,19731.8,20700.0,13,6.69
134118,19751.05,19500.0,27,480.86
129627,19545.75,20000.0,21,53.69
172843,21441.35,21700.0,65,376.8
167821,21418.65,19800.0,10,1689.81
103807,19428.3,20800.0,20,5.12
141105,19140.9,18250.0,3,940.19
108660,19444.0,17500.0,36,2053.07
139567,18857.25,21700.0,0,-0.6
98681,19526.55,19000.0,22,707.1
172003,21349.4,21800.0,69,298.75
131155,19512.35,20900.0,24,6.36
146228,19406.7,22000.0,51,6.64
143173,18989.15,16500.0,57,2682.82
117720,19993.2,20100.0,16,150.5
140414,19047.25,21050.0,6,0.8
84653,19497.3,20900.0,0,0.53
78405,18771.25,18950.0,21,150.4
99075,19526.55,25000.0,148,13.96
169433,21150.15,21200.0,1,119.29
116800,19996.35,19950.0,3,131.69
90766,19749.25,16500.0,9,3222.25
88401,19384.3,20000.0,533,1805.42
161619,20901.15,19200.0,0,1725.19
109396,19386.7,19300.0,35,382.28
172135,21441.35,18000.0,2,3516.44
133171,19794.0,21050.0,7,2.0
86805,19355.9,19650.0,80,369.33
172994,21654.75,19350.0,1,2312.56
82210,19322.55,19300.0,3,110.03
150856,19765.2,20000.0,224,1080.74
166402,21182.7,21700.0,21,51.05
134736,19731.75,20850.0,17,6.71
142139,19079.6,19700.0,16,28.53
126989,19528.75,18600.0,9,987.19
133915,19751.05,19350.0,13,523.99
78618,18771.25,19050.0,70,336.32
107251,19393.6,20700.0,17,4.46
112284,19253.8,19400.0,0,28.91
144623,19230.6,21600.0,27,2.62
95585,19659.9,21400.0,7,1.25
165892,21182.7,20700.0,0,539.89
161819,20901.15,21150.0,7,67.11
88464,19413.75,19600.0,0,20.96
151475,19731.8,19700.0,69,542.68
157019,20133.15,20950.0,14,9.74
169276,21453.1,22150.0,72,202.28
121699,19742.35,20450.0,0,4.63
116937,19996.35,21100.0,10,4.19
162670,20969.4,19000.0,13,2023.49
173931,21778.7,21800.0,0,101.93
102930,19543.1,19500.0,7,160.47
111264,19342.65,19700.0,23,85.51
94126,19672.35,21250.0,17,3.05
92338,19979.15,18350.0,7,1620.81
115603,19727.05,19900.0,7,65.48
101713,19570.85,20850.0,23,7.12
168920,21453.1,22550.0,16,7.65
173499,21654.75,18000.0,29,3749.7
96547,19646.05,17400.0,34,2333.26
93802,19672.35,18250.0,3,1472.78
75321,18688.1,18200.0,77,894.97
111754,19347.45,19100.0,8,341.75
174270,21778.7,22050.0,14,89.9
115053,19611.05,20900.0,15,4.3
90053,19711.45,17800.0,10,1914.53
145808,19406.7,19000.0,9,516.66
145998,19406.7,17800.0,23,1707.17
103041,19543.1,19750.0,14,96.85
149734,19675.45,20250.0,29,66.16
114418,19574.9,19650.0,16,166.36
110998,19342.65,20900.0,2,0.79
142809,18989.15,20550.0,8,1.78
163870,20997.1,22300.0,31,12.36
165343,20926.35,22400.0,15,3.36
121082,19901.4,15000.0,8,4934.01
169992,21150.15,22200.0,29,28.05
163087,20969.4,19900.0,48,1304.59
91842,19833.15,19600.0,29,446.34
154297,19802.0,20500.0,35,60.66
140079,18857.25,21400.0,35,3.27
134312,19751.05,19600.0,76,647.43
130189,19653.5,19300.0,13,468.87
166990,21456.65,20800.0,13,779.78
140025,18857.25,18700.0,35,476.92
78812,18665.5,20250.0,6,1.15
120702,20133.3,21250.0,31,16.22
136708,19624.7,20250.0,7,8.88
144712,19230.6,16500.0,55,2884.45
124423,19664.7,19700.0,65,458.3
147803,19395.3,19250.0,77,649.12
116433,19819.95,21000.0,20,6.94
117615,19993.2,21400.0,9,1.98
146310,19406.7,19600.0,79,441.42
134596,19731.75,19650.0,10,218.43
126884,19528.75,19750.0,2,25.18
131532,19689.85,21050.0,2,0.98
163910,20997.1,20200.0,45,1041.4
144212,19133.25,23000.0,238,80.4
104769,19434.55,19600.0,73,406.48
121641,19901.4,23000.0,463,508.39
151046,19731.8,19600.0,13,298.39
82534,19322.55,17800.0,24,1601.8
161495,20937.7,20850.0,85,662.14
144696,19230.6,19200.0,34,356.94
146173,19406.7,17500.0,51,2101.33
99431,19381.65,19850.0,14,31.38
99991,19517.0,19300.0,6,297.04
90565,19711.45,16000.0,164,4073.58
115956,19727.05,18300.0,49,1596.02
171159,21255.05,20400.0,70,1232.33
129950,19545.75,20900.0,84,72.85
151730,19694.0,19500.0,10,335.76
175360,21731.4,23150.0,34,13.05
171827,21349.4,20800.0,34,799.13
140168,18857.25,18400.0,63,858.79
145089,19411.75,19450.0,10,157.21
97326,19753.8,21500.0,31,5.61
141356,19140.9,19050.0,17,301.13
122493,19674.25,21100.0,6,1.57
121548,19901.4,20300.0,71,316.11
169978,21150.15,21450.0,29,205.29
124195,19664.7,19800.0,23,189.97
173208,21654.75,20200.0,8,1503.3
131224,19512.35,18500.0,52,1251.62
121640,19901.4,22000.0,463,852.42
78772,18665.5,18250.0,6,483.6
123871,19664.7,20550.0,2,3.62
161602,20901.15,17900.0,0,2998.13
120297,20133.3,19950.0,3,246.91
89779,19564.5,19500.0,76,560.14
134845,19731.75,20950.0,31,12.49
162675,20969.4,19850.0,13,1193.2
172404,21441.35,22500.0,9,5.99
130762,19512.35,18100.0,3,1460.87
107933,19396.45,19100.0,23,471.86
80776,18972.1,18600.0,0,408.77
135699,19811.5,20900.0,72,85.16
144052,19133.25,20350.0,56,46.04
78773,18665.5,18300.0,6,436.07
79253,18665.5,19000.0,69,301.76
95545,19659.9,19400.0,7,363.23
102563,19632.55,19300.0,50,650.35
103064,19543.1,21100.0,14,2.55
115579,19727.05,18600.0,7,1133.32
140500,19047.25,18950.0,13,274.66
154206,19802.0,19750.0,28,326.49
123868,19664.7,20400.0,2,4.89
155853,19889.7,18000.0,121,2326.16
93854,19672.35,20850.0,3,1.45
121617,19901.4,19000.0,190,1760.71
168554,21453.1,22150.0,2,6.4
96361,19646.05,20000.0,13,42.58
165279,20926.35,19200.0,15,1783.24
134885,19731.75,19800.0,45,355.77
135584,19811.5,20550.0,44,88.42
170409,21255.05,22800.0,0,0.79
108551,19444.0,20950.0,15,2.85
164754,20906.4,20600.0,44,633.14
83809,19398.5,20650.0,1,0.89
172160,21441.35,19750.0,2,1747.02
108003,19396.45,18900.0,37,717.52
82310,19322.55,17850.0,10,1481.64
109512,19386.7,19100.0,63,670.62
112421,19253.8,18400.0,7,905.71
126276,19638.3,19150.0,13,593.38
75426,18826.0,17500.0,6,1340.96
87534,19439.4,19200.0,79,699.48
125549,19523.55,20600.0,7,3.32
122719,19674.25,19650.0,20,263.65
136273,19671.1,20150.0,43,163.68
100682,19597.3,19600.0,3,110.65
128293,19436.1,18300.0,22,1238.23
118671,20070.0,20800.0,43,81.82
84912,19497.3,20800.0,14,3.21
161934,20901.15,20350.0,14,694.38
96048,19659.9,20450.0,63,131.34
173543,21654.75,20950.0,29,923.81
74682,18755.9,19000.0,106,506.73
129301,19545.75,21600.0,0,-0.11
121669,19742.35,18950.0,0,833.5
119665,20192.35,21200.0,6,3.81
141887,19079.6,18850.0,2,320.81
157667,20267.9,20350.0,13,149.11
156866,20133.15,19100.0,7,1085.24
136218,19671.1,20900.0,29,10.88
103546,19428.3,19250.0,6,272.25
127466,19528.75,17500.0,86,2329.23
113883,19528.8,19950.0,24,69.29
104645,19434.55,19100.0,45,624.62
139139,19122.15,21050.0,29,4.18
75024,18688.1,18350.0,14,457.99
80268,18817.4,20300.0,9,1.78
164478,20906.4,21500.0,16,31.94
151723,19694.0,19150.0,10,656.03
134991,19731.75,19050.0,73,1059.44
114028,19528.8,19400.0,52,492.8
137444,19542.65,19600.0,13,157.6
139821,18857.25,20600.0,14,2.38
102553,19632.55,18200.0,50,1612.39
99148,19381.65,18700.0,0,719.34
124624,19716.45,21350.0,1,0.64
99622,19381.65,20400.0,28,19.54
105545,19465.0,20000.0,225,877.78
74083,18716.15,19500.0,925,2679.46
94753,19680.6,19800.0,9,105.25
170335,21255.05,19000.0,0,2268.48
135927,19671.1,17750.0,8,1959.39
173515,21654.75,19400.0,29,2386.05
146055,19406.7,21050.0,23,4.0
109081,19386.7,19450.0,7,106.61
94900,19680.6,21300.0,16,2.91
111625,19347.45,19800.0,1,4.9
76166,18755.45,13000.0,10,5725.88
116528,19819.95,19500.0,27,510.32
131042,19512.35,20800.0,17,4.86
90822,19749.25,20250.0,9,20.25
122314,19742.35,20800.0,70,95.95
123820,19664.7,17000.0,2,2705.84
132605,19811.35,20100.0,22,118.78
105363,19465.0,19850.0,43,186.5
112981,19435.3,18600.0,6,852.27
172829,21441.35,20700.0,65,1109.14
175498,21731.4,22200.0,90,373.6
82197,19322.55,18650.0,3,678.07
99183,19381.65,20450.0,0,1.31
109530,19386.7,20300.0,63,95.61
89237,19564.5,18600.0,6,963.63
151999,19694.0,20500.0,31,37.68
80811,18972.1,20350.0,0,0.62
122178,19742.35,19100.0,35,869.74
129297,19545.75,21400.0,0,0.09
165180,20926.35,22300.0,8,2.19
174255,21778.7,21300.0,14,618.14
165481,20926.35,21850.0,22,20.41
157828,20267.9,17900.0,27,2435.21
170937,21255.05,21300.0,28,306.46
163780,20997.1,20500.0,24,683.07
161382,20937.7,20500.0,50,769.11
150058,19765.2,18600.0,0,1185.38
145595,19411.75,20000.0,80,254.6
141117,19140.9,18850.0,3,375.76
102905,19543.1,18250.0,7,1314.2
105570,19465.0,19000.0,861,3365.47
140747,19047.25,18650.0,34,656.18
126890,19528.75,20050.0,2,4.82
150647,19765.2,19500.0,42,577.49
160502,20855.1,21050.0,51,339.29
148027,19425.35,19350.0,13,238.82
172601,21441.35,22750.0,23,8.27
137545,19542.65,20050.0,20,37.3
136837,19624.7,20450.0,14,8.74
143196,18989.15,19250.0,57,320.89
108117,19396.45,18000.0,65,1626.83
150052,19765.2,18300.0,0,1479.14
149509,19675.45,18050.0,15,1723.11
147520,19395.3,19700.0,21,108.56
91802,19833.15,19900.0,22,204.02
114926,19611.05,18700.0,8,938.56
104605,19434.55,19500.0,31,271.05
129526,19545.75,20900.0,14,3.2
154523,19794.7,18850.0,6,984.4
87221,19439.4,19550.0,16,145.18
95773,19659.9,19800.0,21,181.92
115457,19727.05,18600.0,0,1124.3
125543,19523.55,20300.0,7,5.98
98508,19526.55,19900.0,8,28.94
106718,19310.15,19500.0,41,268.05
86594,19355.9,19200.0,24,356.12
94109,19672.35,20000.0,17,72.92
157663,20267.9,20150.0,13,264.37
132724,19811.35,20100.0,50,268.48
116792,19996.35,19550.0,3,478.46
171310,21349.4,17000.0,6,4380.68
137338,19542.65,20850.0,6,1.64
123557,19674.55,19450.0,31,473.33
75722,18826.0,18800.0,20,239.6
168701,21453.1,20150.0,9,1374.52
82973,19389.0,18950.0,2,452.07
83906,19398.5,18700.0,8,733.07
132063,19689.85,18900.0,79,1180.3
118264,20070.0,18700.0,8,1393.9
125223,19716.45,21700.0,64,12.05
114424,19574.9,19950.0,16,49.3
166799,21456.65,20000.0,6,1508.78
78967,18665.5,20300.0,13,2.21
123566,19674.55,19900.0,31,198.18
79803,18691.2,19200.0,31,71.26
139433,19122.15,20000.0,155,418.7
82446,19322.55,19400.0,17,162.95
95272,19680.6,18500.0,156,1839.94
168897,21453.1,21400.0,16,267.6
140883,19047.25,15000.0,62,4185.22
150574,19765.2,20850.0,28,17.63
133953,19751.05,21250.0,13,2.67
102027,19570.85,19000.0,506,2501.29
121703,19742.35,20650.0,0,3.14
73883,18716.15,16500.0,44,2331.03
108699,19444.0,20250.0,36,43.79
103585,19428.3,21200.0,6,1.12
147437,19395.3,20950.0,14,2.68
94243,19672.35,18800.0,38,1065.99
114327,19574.9,19650.0,9,116.3
145325,19411.75,20550.0,24,10.2
115621,19727.05,20800.0,7,3.26
81619,19189.05,18750.0,13,533.69
153493,19811.85,18900.0,36,1097.14
163100,20969.4,20650.0,48,667.9
82198,19322.55,18700.0,3,631.71
151065,19731.8,20550.0,13,9.42
152805,19783.4,21150.0,37,13.24
111147,19342.65,21150.0,9,1.57
147317,19395.3,20450.0,7,3.65
86612,19355.9,20800.0,24,5.46
125387,19523.55,20200.0,0,4.34
168730,21453.1,21600.0,9,112.53
124619,19716.45,21100.0,1,0.9
79256,18665.5,19150.0,69,234.52
167499,21456.65,21050.0,76,868.6
96355,19646.05,19700.0,13,153.13
150385,19765.2,21200.0,14,2.96
160251,20855.1,20000.0,23,999.13
163102,20969.4,20800.0,48,545.3
165869,21182.7,19550.0,0,1641.84
78599,18771.25,17700.0,70,1359.38
93462,19745.0,17800.0,41,2122.5
167031,21456.65,25000.0,13,1.63
116716,19819.95,24000.0,111,11.07
93448,19745.0,20050.0,34,196.99
121276,19901.4,20950.0,15,6.7
86809,19355.9,19900.0,80,256.16
164137,20906.4,19100.0,2,1904.06
168395,21418.65,21800.0,73,352.31
148948,19443.55,20850.0,24,6.24
151055,19731.8,20050.0,13,63.25
127010,19528.75,19800.0,9,54.29
98348,19526.55,18700.0,1,841.96
174085,21778.7,19200.0,7,2621.6
134470,19731.75,19600.0,3,215.5
96739,19646.05,21500.0,62,14.04
142467,19079.6,21000.0,58,12.69
137640,19542.65,19550.0,34,330.49
100974,19597.3,18850.0,24,877.53
124004,19664.7,19700.0,9,139.29
159648,20686.8,20500.0,87,750.71
79426,18691.2,19650.0,3,2.32
106666,19310.15,20900.0,27,5.41
167255,21456.65,21200.0,27,505.95
124144,19664.7,21600.0,16,2.41
153005,19811.85,17750.0,1,2060.34
126182,19638.3,20500.0,6,4.84
99301,19381.65,19050.0,7,428.53
107107,19393.6,19550.0,10,84.87
91139,19749.25,20100.0,44,205.34
167378,21456.65,20950.0,41,793.78
138837,19122.15,18600.0,8,617.7
157464,20133.15,15000.0,119,5327.25
83804,19398.5,20400.0,1,1.9
85444,19331.8,17950.0,6,1399.87
100987,19597.3,19550.0,24,293.9
143411,19133.25,17600.0,0,1543.08
166413,21182.7,22250.0,21,11.14
74352,18755.9,17600.0,15,1214.59
172964,21654.75,16000.0,1,5578.72
136512,19624.7,17950.0,0,1671.62
92012,19833.15,19550.0,71,690.53
150327,19765.2,18100.0,14,1745.59
168563,21453.1,22600.0,2,2.82
147503,19395.3,18850.0,21,707.74
124122,19664.7,20300.0,16,26.38
120662,20133.3,20750.0,24,33.96
113298,19435.3,20750.0,27,7.57
153771,19802.0,19650.0,0,224.29
170397,21255.05,22200.0,0,3.92
73836,18716.15,18600.0,23,315.81
103182,19543.1,21050.0,21,4.2
147951,19425.35,21250.0,6,1.14
121635,19901.4,17000.0,463,4177.7
136065,19671.1,19050.0,15,738.74
150772,19765.2,19300.0,70,875.42
79163,18665.5,20000.0,34,10.86
145344,19411.75,21500.0,24,2.86
133023,19794.0,20950.0,0,1.03
126510,19638.3,20000.0,27,115.94
87644,19439.4,20000.0,261,993.77
87953,19384.3,17800.0,15,1648.23
113870,19528.8,19300.0,24,421.14
89950,19711.45,19900.0,3,30.52
92723,19979.15,18000.0,42,2094.19
105824,19365.25,17500.0,14,1906.13
160912,20937.7,21800.0,8,6.8
160287,20855.1,21800.0,23,22.91
162548,20969.4,20550.0,6,523.11
142925,18989.15,21150.0,15,1.98
165789,20926.35,17000.0,106,4186.42
162498,20901.15,18000.0,385,4034.58
110338,19306.05,20200.0,3,3.33
102828,19543.1,20950.0,0,0.5
85308,19497.3,20500.0,84,121.54
132255,19811.35,20750.0,1,3.22
173876,21778.7,19050.0,0,2714.67
137312,19542.65,19550.0,6,129.34
159880,20855.1,21050.0,2,43.54
138968,19122.15,19600.0,15,31.05
173221,21654.75,20950.0,8,813.88
108269,19444.0,19400.0,1,110.51
170308,21150.15,17000.0,372,5162.26
87670,19384.3,17600.0,1,1874.78
140894,19047.25,18450.0,62,953.91
90060,19711.45,18250.0,10,1471.48
142470,19079.6,21150.0,58,11.16
165149,20926.35,20750.0,8,295.48
103536,19428.3,18700.0,6,784.75
166784,21456.65,18500.0,6,2994.61
83224,19389.0,19300.0,16,242.33
88189,19384.3,18950.0,50,736.17
116817,19996.35,20800.0,3,4.61
