Index Name,Open Index Value,High Index Value,Low Index Value,Closing Index Value,Points Change,Change(%),Volume,Turnover (Rs. Cr.),P/E,P/B,Div Yield,TIMESTAMP
Nifty Midcap Select,8767.3,8772.55,8622.2,8718.25,-19.75,-.23,131076636,4111.2,19.25,3.34,.91,2023-10-30
NIFTY LargeMidcap 250,11471.7,11495,11377.25,11488.25,33.4,.29,1333412247,37137.1,23.15,3.43,1.22,2023-10-30
NIFTY SME EMERGE,-,-,-,9978.31,222.51,2.28,-,-,56.29,4.96,.16,2023-10-30
Nifty Oil & Gas,7584.4,7688.4,7579.65,7649.95,100.95,1.34,77061361,3576.51,8.62,1.39,2.48,2023-10-30
Nifty Financial Services 25/50,19936.45,20035.25,19730.05,20012.85,58.55,.29,73079748,6524.86,15.94,2.82,.98,2023-10-30
Nifty Healthcare Index,9301.4,9332.35,9245.45,9313.05,42.5,.46,16445362,1840.15,34.97,4.44,.71,2023-10-30
Nifty500 Multicap 50:25:25,11493.15,11512.4,11401.6,11504.35,31.7,.28,2056332999,48625.46,22.77,3.34,1.22,2023-10-30
Nifty Microcap 250,16129.65,16159.25,15961.7,16134.2,51.95,.32,720810989,4608.99,25.68,2.47,.82,2023-10-30
Nifty Total Market,9425.85,9454.75,9356.9,9448.2,33.9,.36,2777143988,53234.45,22.23,3.34,1.29,2023-10-30
Nifty India Digital,6248.75,6294.8,6212.55,6290.9,55.8,.89,441443823,4866.57,123.45,7.86,1.38,2023-10-30
Nifty Mobility,-,-,-,13223.52,-32.99,-.25,153431474,7712.85,25.47,4.24,1,2023-10-30
Nifty India Defence,-,-,-,3164.99,-33.35,-1.04,15169495,922.05,35.73,7.46,.86,2023-10-30
Nifty Financial Services Ex-Bank,-,-,-,20131.78,-29.21,-.14,103567064,5618.85,19.21,3.23,1.05,2023-10-30
Nifty Housing,-,-,-,8531.39,53.01,.63,425949097,11220.98,23.31,2.77,1.04,2023-10-30
Nifty Transportation & Logistics,-,-,-,15206.58,-86.07,-.56,93149326,4732.6,28.38,4.68,.9,2023-10-30
Nifty MidSmall Financial Services,-,-,-,10978.36,-41.24,-.37,333140722,5217.31,13.37,1.85,1.55,2023-10-30
Nifty MidSmall Healthcare,-,-,-,25906.28,147.16,.57,36681235,1389.86,40.98,4.27,.6,2023-10-30
Nifty MidSmall IT & Telecom,-,-,-,7973.33,57.3,.72,385391134,2180.08,129.21,13.21,1.07,2023-10-30
Nifty MidSmall India Consumption,-,-,-,12929.97,42.34,.33,34296834,2306.05,58.94,5.99,.5,2023-10-30
Nifty REITs & InvITs,-,-,-,971.51,3.56,.37,1921371,26.44,66.55,1.5,6.63,2023-10-30
Nifty Core Housing,-,-,-,12051.53,104.1,.87,31027720,2985.08,32.59,3.25,.54,2023-10-30
Nifty Consumer Durables,28020.05,28079.85,27706.45,27890.3,-142.4,-.51,6147279,990.2,59.55,8.93,.46,2023-10-30
Nifty Non-Cyclical Consumer,-,-,-,11900.98,6.1,.05,98268822,4975.93,56.73,9.9,.95,2023-10-30
NIFTY100 Alpha 30,-,-,-,12153.45,6.64,.05,182412381,6777.24,22.82,2.98,1.16,2023-10-30
NIFTY500 Value 50,-,-,-,8838.43,41.03,.47,389076123,6354.59,7.53,1.14,4.21,2023-10-30
Nifty100 Low Volatility 30,14793.75,14848.45,14710.65,14824.25,41.05,.28,83428045,9160.87,23.99,4.34,1.6,2023-10-30
NIFTY Alpha Low-Volatility 30,19551.45,19581.2,19369.15,19553.8,6.55,.03,76347756,7005.4,18.51,3.17,1.41,2023-10-30
NIFTY Quality Low-Volatility 30,-,-,-,13688.88,-39.21,-.29,68252766,7240.37,26.63,6.53,2.1,2023-10-30
NIFTY Alpha Quality Low-Volatility 30,-,-,-,16042.42,-73.31,-.45,67276268,4306.74,21.18,5.19,2.17,2023-10-30
NIFTY Alpha Quality Value Low-Volatility 30,-,-,-,13914.72,-36.58,-.26,92600719,6659.09,16.79,3.93,2.57,2023-10-30
NIFTY200 Quality 30,16100.65,16135.5,15987.65,16061.6,-35.65,-.22,35064845,4069.08,26.77,7.65,2.41,2023-10-30
NIFTY Midcap150 Quality 50,18414.1,18426.85,18264.3,18338.95,-45.7,-.25,44787817,3409.64,33.24,7.89,1.64,2023-10-30
Nifty200 Momentum 30,22450.8,22467.65,22106.7,22352.95,-56.4,-.25,214247135,5402.63,17.47,2.98,1.28,2023-10-30
Nifty India Manufacturing,9508.5,9516.2,9402.3,9465.1,-9.55,-.1,150605293,11574.03,24.53,3.55,1.32,2023-10-30
Nifty100 ESG Sector Leaders,3097.35,3106.95,3072,3104.3,8.6,.28,122158583,11335.51,25.94,4.27,1.34,2023-10-30
Nifty200 Alpha 30,-,-,-,16648.2,-39.56,-.24,249507178,5844.63,16.33,2.16,1.24,2023-10-30
Nifty Midcap150 Momentum 50,-,-,-,40868.56,128.79,.32,319516776,5803.62,19.06,2.86,1.04,2023-10-30
Nifty Smallcap250 Quality 50,-,-,-,19131.46,95.6,.5,44143967,2398.98,21.83,3.45,1.7,2023-10-30
NIFTY100 ESG,3626.25,3635.4,3596.15,3632.45,9.2,.25,285353962,20431.94,26.14,4.44,1.35,2023-10-30
NIFTY100 Enhanced ESG,-,-,-,3660.47,8.33,.23,252596539,17827.83,26.81,4.6,1.34,2023-10-30
NIFTY50 Equal Weight,23013.9,23039.9,22810.25,23019.0,42.9,.19,180132492,17095.73,19.52,3.15,1.57,2023-10-30
Nifty 50 Futures Index,-,-,-,5649.63,26.32,.47,-,-,-,-,-,2023-10-30
Nifty 50 Arbitrage,-,-,-,2228.99,0.73,.03,-,-,-,-,-,2023-10-30
Nifty Aditya Birla Group,-,-,-,6090.97,108.73,1.82,373714130,1134.51,-,2.74,.45,2023-10-30
Nifty 8-13 yr G-Sec,2461.13,2461.13,2459.24,2459.24,-1.89,-.08,-,-,-,-,-,2023-10-30
Nifty 4-8 yr G-Sec Index,2684.02,2684.02,2682.74,2682.74,-1.28,-.05,-,-,-,-,-,2023-10-30
Nifty 11-15 yr G-Sec Index,2694.37,2694.37,2690.7,2690.7,-3.68,-.14,-,-,-,-,-,2023-10-30
Nifty 15 yr and above G-Sec Index,2925.35,2925.35,2924.83,2924.83,-0.53,-.02,-,-,-,-,-,2023-10-30
Nifty Composite G-sec Index,2540.75,2540.75,2539.1,2539.1,-1.65,-.06,-,-,-,-,-,2023-10-30
Nifty 10 yr Benchmark G-Sec,2180.39,2180.39,2177.78,2177.78,-2.62,-.12,-,-,-,-,-,2023-10-30
Nifty 10 yr Benchmark G-Sec (Clean Price),859.76,859.76,858.71,858.71,-1.05,-.12,-,-,-,-,-,2023-10-30
Nifty 1D Rate Index,-,-,-,2197.79,1.22,.06,-,-,-,-,-,2023-10-30
Nifty50 USD,-,-,-,7966.64,38.5,.49,-,-,-,-,-,2023-10-30
Nifty 50,19232.95,19233.7,19056.45,19079.6,-61.3,-.32,206049341,19397.36,20.45,3.35,1.41,2023-10-31
Nifty Next 50,44133.9,44183.05,43890.95,44019.1,112.5,.26,243453177,7750.21,23.52,3.56,1.47,2023-10-31
Nifty 100,19174.6,19175.2,19012.35,19035.35,-45.5,-.24,451053759,27213.13,20.99,3.4,1.4,2023-10-31
Nifty 200,10264.85,10265.05,10187.05,10198.35,-15.25,-.15,1171317968,38068.12,21.32,3.36,1.34,2023-10-31
Nifty 500,16909.7,16910,16785.55,16801.1,-25.0,-.15,1845554791,50709.72,21.78,3.38,1.31,2023-10-31
Nifty Midcap 50,11075.55,11107.5,11015,11068.85,46.75,.42,487437156,5786.28,20.64,2.99,1.23,2023-10-31
NIFTY Midcap 100,38952.95,39116.65,38818.95,38876.95,141.75,.37,720264209,10855,23.4,3.11,.99,2023-10-31
NIFTY Smallcap 100,12721.4,12755.75,12634.7,12649.9,-7.9,-.06,427423420,7432.2,24.53,3.11,1.1,2023-10-31
Nifty50 Dividend Points,-,-,-,168.29,0.0,-,-,-,-,-,-,2023-10-31
Nifty Auto,16139.25,16139.25,15899.25,15916.2,-107.25,-.67,32688052,2864.25,24.48,4.53,1.07,2023-10-31
Nifty Bank,43356.85,43356.85,42797.15,42845.95,-193.2,-.45,157391487,7678.31,14.8,2.49,.87,2023-10-31
Nifty Energy,26971.8,26992.1,26692.5,26785.05,-55.85,-.21,78983883,2875.29,10.27,1.75,2.81,2023-10-31
Nifty Financial Services,19386.3,19386.7,19175.5,19204.6,-36.8,-.19,107223270,9564.68,16.84,3,.86,2023-10-31
Nifty FMCG,51213.5,51418.45,51125.25,51262.6,81.9,.16,19797293,1829.22,41.87,10.7,1.8,2023-10-31
Nifty IT,30765.25,30769.2,30396.05,30582.25,-58.7,-.19,12362701,1958.02,25.75,6.66,2.68,2023-10-31
Nifty Media,2187.8,2225.1,2177.2,2199.05,19.75,.91,33123977,523.83,-,2.36,.4,2023-10-31
Nifty Metal,6521.55,6521.55,6423.65,6452.45,-15.5,-.24,63355617,1630.7,21.71,1.94,3.3,2023-10-31
Nifty MNC,21767.15,21777.2,21625.45,21713.25,28.5,.13,18256332,2342.74,36.76,7.68,2.23,2023-10-31
Nifty Pharma,14826.75,14871.25,14629.2,14683.65,-91.95,-.62,16552436,1762.68,30.37,4,.89,2023-10-31
Nifty PSU Bank,4954.45,5001.1,4926.2,4934.4,7.0,.14,235875339,2559.39,7.11,1.13,2.17,2023-10-31
Nifty Realty,598.25,607.2,597.95,603.0,7.55,1.27,20736483,1247.72,44.44,3.84,.34,2023-10-31
Nifty India Consumption,8346.6,8359.95,8313.65,8331.8,-3.8,-.05,55133015,6045.85,39.33,7.15,1.1,2023-10-31
Nifty Commodities,6281.75,6294.2,6230.5,6260.9,11.2,.18,136250310,5638.77,13.22,1.82,2.31,2023-10-31
Nifty Dividend Opportunities 50,4517.7,4527.25,4489.7,4511.05,5.75,.13,343277797,8780.72,14.86,2.8,3.35,2023-10-31
Nifty Infrastructure,6127.95,6131.55,6079.1,6095.4,-19.7,-.32,157585248,6689.49,18.06,2.41,1.27,2023-10-31
Nifty PSE,5885.6,5900.25,5834.15,5887.4,24.45,.42,179073338,3079.32,8.01,1.54,3.8,2023-10-31
Nifty Services Sector,24539.5,24540.15,24300.1,24331.95,-70.7,-.29,147012498,12019.84,19.9,3.58,1.39,2023-10-31
Nifty50 Shariah,-,-,-,4048.12,-3.36,-.08,63562554,4451.33,24.25,4.33,2.33,2023-10-31
Nifty500 Shariah,-,-,-,5554.37,1.0,.02,429212570,17128.17,28.06,4.51,1.62,2023-10-31
Nifty Low Volatility 50,-,-,-,18137.11,62.38,.35,172555290,16028.8,24.71,3.96,1.45,2023-10-31
Nifty Alpha 50,35504.45,35650.45,35163.5,35216.15,-43.15,-.12,362217115,7681.54,14.89,2.19,1.33,2023-10-31
Nifty High Beta 50,-,-,-,2796.45,-1.07,-.04,428482786,9580.67,16.57,1.85,1.79,2023-10-31
Nifty100 Equal Weight,22701,22709.5,22565.95,22621.15,23.25,.1,451053759,27213.13,21.09,3.42,1.5,2023-10-31
Nifty100 Liquid 15,5208.25,5208.25,5152.4,5163.6,-16.3,-.31,77595919,7186.18,22.11,2.95,.92,2023-10-31
Nifty CPSE,3897.8,3902.45,3862.4,3882.45,-2.25,-.06,101030663,1358.34,9.21,1.65,4.84,2023-10-31
Nifty50 Value 20,10128.05,10143.3,10046.1,10091.45,-11.1,-.11,92568316,4324.7,18.03,3.34,3.05,2023-10-31
Nifty Midcap Liquid 15,9188.45,9225.95,9125.9,9197.75,70.2,.77,80582358,2330.39,17.16,2.64,1.01,2023-10-31
Nifty Shariah 25,-,-,-,6597.94,12.34,.19,87231919,5587.31,23.83,4.17,2.15,2023-10-31
India VIX,11.49,12.285,11.2625,11.83,0.34,2.92,-,-,-,-,-,2023-10-31
Nifty Growth Sectors 15,9688.4,9691.8,9590.25,9644.75,-15.95,-.17,41753898,4575.88,29.82,7.34,2.18,2023-10-31
Nifty50 TR 1x Inverse,206.4,208.3,206.4,208.05,0.7,.34,-,-,-,-,-,2023-10-31
Nifty50 TR 2x Leverage,13429.2,13429.2,13184.05,13215.95,-87.75,-.66,-,-,-,-,-,2023-10-31
Nifty50 PR 1x Inverse,246,248.3,246,248.0,0.85,.34,-,-,-,-,-,2023-10-31
Nifty50 PR 2x Leverage,9431.6,9431.6,9259.45,9281.85,-61.65,-.66,-,-,-,-,-,2023-10-31
NIFTY100 Quality 30,4377.15,4386.1,4356.35,4368.0,8.3,.19,60548988,8115.21,27.09,6.98,2.06,2023-10-31
Nifty Mahindra Group,-,-,-,19918.9,-278.01,-1.38,14602574,796.25,18.68,2.99,2.19,2023-10-31
Nifty 50 Futures TR Index,-,-,-,20441.05,-62.9,-.31,-,-,-,-,-,2023-10-31
Nifty Tata Group,-,-,-,14313.9,33.99,.24,54479111,2727.03,34.38,6.78,2.2,2023-10-31
Nifty Tata Group 25% Cap,-,-,-,12019.65,59.03,.49,46857012,2292.82,41,4.97,1.51,2023-10-31
Nifty Private Bank,22504.65,22504.65,22208,22235.25,-105.65,-.47,104427489,6540.2,16.34,2.54,.68,2023-10-31
Nifty Smallcap 250,12096.9,12129.9,12006.2,12023.75,-10.1,-.08,630888700,11558.4,23.46,3.09,1.01,2023-10-31
Nifty Smallcap 50,5856.2,5859.25,5809.65,5817.95,-5.5,-.09,309949344,4758.29,23.92,2.99,1.31,2023-10-31
Nifty MidSmallcap 400,13734.15,13778.5,13668.7,13679.75,15.85,.12,1394501032,23496.6,24.48,3.32,1.03,2023-10-31
Nifty Midcap 150,14607.35,14658.95,14556.15,14566.3,32.9,.23,763612332,11938.2,25.08,3.46,1.04,2023-10-31
Nifty Midcap Select,8767.25,8784.65,8710.3,8743.65,25.4,.29,74531433,2766.1,19.21,3.35,.91,2023-10-31
NIFTY LargeMidcap 250,11545.65,11550.3,11477.5,11487.45,-0.8,-.01,1214666091,39151.32,22.85,3.43,1.22,2023-10-31
NIFTY SME EMERGE,-,-,-,10119.44,141.13,1.41,-,-,57.09,5.03,.15,2023-10-31
Nifty Oil & Gas,7685.55,7693.55,7574.3,7609.45,-40.5,-.53,106775029,3079.27,7.87,1.38,2.5,2023-10-31
Nifty Financial Services 25/50,20131.15,20132.1,19991,20040.25,27.4,.14,107223270,9564.68,15.96,2.82,.98,2023-10-31
Nifty Healthcare Index,9345.45,9377.5,9237.75,9255.65,-57.4,-.62,17907218,1975.24,34.2,4.41,.71,2023-10-31
Nifty500 Multicap 50:25:25,11562.3,11565.45,11487.35,11494.65,-9.7,-.08,1845554791,50709.72,22.49,3.33,1.21,2023-10-31
Nifty Microcap 250,16220.75,16298,16152.45,16167.45,33.25,.21,580509991,5040.84,25.76,2.47,.82,2023-10-31
Nifty Total Market,9495.3,9495.45,9426.9,9435.35,-12.85,-.14,2426064782,55750.57,21.9,3.34,1.29,2023-10-31
Nifty India Digital,6314.95,6319.75,6269,6275.55,-15.35,-.24,405192266,5170.14,122.98,7.85,1.38,2023-10-31
Nifty Mobility,-,-,-,13136.5,-87.02,-.66,181546776,6686.26,24.27,4.21,1.01,2023-10-31
Nifty India Defence,-,-,-,3184.31,19.31,.61,16762031,872.74,35.49,7.5,.85,2023-10-31
Nifty Financial Services Ex-Bank,-,-,-,20247.86,116.08,.58,87413430,6202.26,19.3,3.25,1.05,2023-10-31
Nifty Housing,-,-,-,8538.8,7.41,.09,329393324,12900.33,23.03,2.77,1.03,2023-10-31
Nifty Transportation & Logistics,-,-,-,15104.14,-102.44,-.67,92099780,4092.92,27.66,4.65,.9,2023-10-31
Nifty MidSmall Financial Services,-,-,-,11063.02,84.67,.77,196393904,4844.21,13.45,1.87,1.54,2023-10-31
Nifty MidSmall Healthcare,-,-,-,25881.95,-24.33,-.09,67296495,1541.79,41.11,4.26,.6,2023-10-31
Nifty MidSmall IT & Telecom,-,-,-,8004.79,31.46,.39,342423505,2181.73,128.26,13.27,1.04,2023-10-31
Nifty MidSmall India Consumption,-,-,-,12997.95,67.98,.53,32597790,1835.76,57.03,6.02,.5,2023-10-31
Nifty REITs & InvITs,-,-,-,976.59,5.07,.52,3266778,40.04,66.89,1.51,6.03,2023-10-31
Nifty Core Housing,-,-,-,12108.85,57.32,.48,40409589,3350.22,32.25,3.26,.52,2023-10-31
Nifty Consumer Durables,28083.85,28217.05,27830.05,28061.5,171.2,.61,10804030,1296.7,60.03,8.98,.46,2023-10-31
Nifty Non-Cyclical Consumer,-,-,-,11926.76,25.79,.22,104765486,5543.44,56.79,9.93,.9,2023-10-31
NIFTY100 Alpha 30,-,-,-,12085.94,-67.5,-.56,220281549,8753.59,22.45,2.96,1.17,2023-10-31
NIFTY500 Value 50,-,-,-,8882.4,43.97,.5,429164458,6673.9,7.27,1.15,4.19,2023-10-31
Nifty100 Low Volatility 30,14883.9,14926.05,14834.6,14894.1,69.85,.47,127673913,12341.69,23.86,4.36,1.54,2023-10-31
NIFTY Alpha Low-Volatility 30,19614.5,19648.8,19502.15,19613.25,59.45,.3,122955916,9634.67,18.43,3.18,1.35,2023-10-31
NIFTY Quality Low-Volatility 30,-,-,-,13741.47,52.58,.38,75400663,8230.96,26.59,6.56,2.03,2023-10-31
NIFTY Alpha Quality Low-Volatility 30,-,-,-,16135.01,92.6,.58,70893005,5086.7,21.28,5.22,2.08,2023-10-31
NIFTY Alpha Quality Value Low-Volatility 30,-,-,-,14008.85,94.13,.68,106972268,8344.01,16.88,3.96,2.49,2023-10-31
NIFTY200 Quality 30,16117.05,16167.75,16059.7,16114.9,53.3,.33,42278777,5044.74,26.86,7.67,2.33,2023-10-31
NIFTY Midcap150 Quality 50,18398,18412.4,18330.4,18354.0,15.05,.08,33796535,2649.67,33.37,7.9,1.59,2023-10-31
Nifty200 Momentum 30,22472.95,22483.95,22239.65,22381.7,28.75,.13,162000779,5484,17.45,2.98,1.28,2023-10-31
Nifty India Manufacturing,9518.7,9518.7,9417.7,9428.75,-36.35,-.38,164207885,11049.7,23.24,3.54,1.33,2023-10-31
Nifty100 ESG Sector Leaders,3115.75,3116.15,3089.5,3099.75,-4.55,-.15,167205087,14089.88,25.29,4.26,1.34,2023-10-31
Nifty200 Alpha 30,-,-,-,16663.71,15.52,.09,192012419,5904.92,16.34,2.16,1.24,2023-10-31
Nifty Midcap150 Momentum 50,-,-,-,40981.83,113.27,.28,254392874,5411.21,19.02,2.87,1.04,2023-10-31
Nifty Smallcap250 Quality 50,-,-,-,19139.53,8.08,.04,50754318,2973.57,21.66,3.45,1.67,2023-10-31
NIFTY100 ESG,3648.75,3648.8,3624.45,3633.8,1.35,.04,358471492,24365.4,25.83,4.44,1.34,2023-10-31
NIFTY100 Enhanced ESG,-,-,-,3662.31,1.84,.05,328989272,22273.2,26.5,4.6,1.33,2023-10-31
NIFTY50 Equal Weight,23099.25,23102.35,22945.55,23007.35,-11.65,-.05,206049341,19397.36,18.54,3.14,1.56,2023-10-31
Nifty 50 Futures Index,-,-,-,5631.2,-18.43,-.33,-,-,-,-,-,2023-10-31
Nifty 50 Arbitrage,-,-,-,2229.2,0.22,.01,-,-,-,-,-,2023-10-31
Nifty Aditya Birla Group,-,-,-,6120.22,29.24,.48,333917700,996.02,-,2.75,.45,2023-10-31
Nifty 8-13 yr G-Sec,2459.73,2462.25,2459.73,2462.25,3.01,.12,-,-,-,-,-,2023-10-31
Nifty 4-8 yr G-Sec Index,2683.27,2685.21,2683.27,2684.48,1.74,.06,-,-,-,-,-,2023-10-31
Nifty 11-15 yr G-Sec Index,2691.24,2694.66,2691.09,2694.66,3.96,.15,-,-,-,-,-,2023-10-31
Nifty 15 yr and above G-Sec Index,2925.42,2928.87,2925.42,2928.55,3.72,.13,-,-,-,-,-,2023-10-31
Nifty Composite G-sec Index,2539.6,2542.22,2539.6,2541.98,2.88,.11,-,-,-,-,-,2023-10-31
Nifty 10 yr Benchmark G-Sec,2178.21,2181.76,2178.21,2180.98,3.2,.15,-,-,-,-,-,2023-10-31
Nifty 10 yr Benchmark G-Sec (Clean Price),858.71,860.13,858.71,859.82,1.11,.13,-,-,-,-,-,2023-10-31
Nifty 1D Rate Index,-,-,-,2198.2,0.41,.02,-,-,-,-,-,2023-10-31
Nifty50 USD,-,-,-,7940.4,-26.24,-.33,-,-,-,-,-,2023-10-31
Nifty 50,19064.05,19096.05,18973.7,18989.15,-90.45,-.47,194103279,18452.51,20.4,3.33,1.41,2023-11-01
Nifty Next 50,44122.15,44216.25,43718.65,43783.15,-235.95,-.54,254039390,6901.65,23.35,3.54,1.48,2023-11-01
Nifty 100,19028.85,19061.95,18926.05,18942.3,-93.05,-.49,449849941,25426.29,20.92,3.39,1.4,2023-11-01
Nifty 200,10199.55,10214.75,10143.3,10151.95,-46.4,-.45,1811324091,36970.91,21.24,3.34,1.34,2023-11-01
Nifty 500,16808.5,16834.1,16719.1,16732.95,-68.15,-.41,2394597187,49435.49,21.73,3.37,1.3,2023-11-01
Nifty Midcap 50,11097.5,11104.3,11040.95,11049.05,-19.8,-.18,1147245504,7027.04,20.59,2.99,1.23,2023-11-01
NIFTY Midcap 100,38983,39004.2,38738.7,38775.1,-101.85,-.26,1361474150,11544.61,23.29,3.11,1,2023-11-01
NIFTY Smallcap 100,12689.15,12746.4,12627.05,12640.75,-9.15,-.07,383321418,7197.94,24.52,3.1,1.11,2023-11-01
Nifty50 Dividend Points,-,-,-,169.43,0.0,-,-,-,-,-,-,2023-11-01
Nifty Auto,15952,16007.5,15807.95,15835.65,-80.55,-.51,26521512,2879.36,24.31,4.51,1.07,2023-11-01
Nifty Bank,42694.25,42815.15,42589.65,42700.95,-145.0,-.34,145213582,6822.53,14.75,2.48,.87,2023-11-01
Nifty Energy,26841.2,26908.65,26644.75,26679.2,-105.85,-.4,102210075,2846.55,10.22,1.74,2.82,2023-11-01
Nifty Financial Services,19140.95,19196.55,19088,19144.6,-60.0,-.31,97488728,7725.07,16.78,2.99,.86,2023-11-01
Nifty FMCG,51391.6,51462.45,50997.4,51087.8,-174.8,-.34,19670631,1866.59,41.66,10.67,1.7,2023-11-01
Nifty IT,30609.45,30694.45,30283.15,30344.85,-237.4,-.78,10910506,2011.97,25.55,6.61,2.7,2023-11-01
Nifty Media,2203.35,2239.5,2182.9,2218.45,19.4,.88,38861180,685.22,-,2.38,.4,2023-11-01
Nifty Metal,6447.2,6455.85,6346.3,6359.9,-92.55,-1.43,78233957,2570.95,21.36,1.91,3.35,2023-11-01
Nifty MNC,21738.95,21749.2,21552.45,21573.45,-139.8,-.64,28315063,2696.96,36.49,7.63,2.23,2023-11-01
Nifty Pharma,14727.15,14785.95,14642.6,14735.25,51.6,.35,16363459,1597.1,30.48,4.01,.89,2023-11-01
Nifty PSU Bank,4941.05,4976.4,4916.05,4950.05,15.65,.32,208974007,2301.05,7.13,1.13,2.16,2023-11-01
Nifty Realty,603.85,616.45,603.85,612.35,9.35,1.55,20128988,1323.98,44.58,3.9,.33,2023-11-01
Nifty India Consumption,8335.7,8353.55,8289.8,8298.0,-33.8,-.41,52080413,6034.95,39.13,7.13,1.06,2023-11-01
Nifty Commodities,6265.95,6275.45,6200.3,6208.35,-52.55,-.84,180926555,6319.86,13.21,1.8,2.33,2023-11-01
Nifty Dividend Opportunities 50,4519.2,4527.15,4478.35,4482.75,-28.3,-.63,352346202,9323.54,14.77,2.78,3.31,2023-11-01
Nifty Infrastructure,6103.95,6120.15,6064.05,6070.05,-25.35,-.42,161219997,6718.99,17.97,2.4,1.27,2023-11-01
Nifty PSE,5905.9,5919,5846.65,5850.75,-36.65,-.62,196292973,3337.1,7.96,1.53,3.82,2023-11-01
Nifty Services Sector,24270.3,24324.4,24182.05,24200.7,-131.25,-.54,111750467,9844.98,19.79,3.56,1.39,2023-11-01
Nifty50 Shariah,-,-,-,4005.73,-42.39,-1.05,66844648,4780.72,24.2,4.28,2.32,2023-11-01
Nifty500 Shariah,-,-,-,5511.43,-42.94,-.77,374808103,16692.7,27.93,4.47,1.61,2023-11-01
Nifty Low Volatility 50,-,-,-,18029.05,-108.06,-.6,174555176,14562.02,24.53,3.94,1.46,2023-11-01
Nifty Alpha 50,35284.8,35349.55,35069.9,35187.05,-29.1,-.08,318173422,6763.06,14.84,2.19,1.35,2023-11-01
Nifty High Beta 50,-,-,-,2781.84,-14.62,-.52,405806145,9791.81,16.47,1.85,1.8,2023-11-01
Nifty100 Equal Weight,22653.3,22695.1,22451.55,22473.1,-148.05,-.65,449849941,25426.29,21.05,3.4,1.51,2023-11-01
Nifty100 Liquid 15,5160.55,5173.25,5125,5131.45,-32.15,-.62,73874230,6566.04,21.97,2.93,.92,2023-11-01
Nifty CPSE,3886.9,3895.15,3845.25,3848.6,-33.85,-.87,104458891,1392.57,9.13,1.63,4.89,2023-11-01
Nifty50 Value 20,10101.15,10119.35,10004.3,10017.7,-73.75,-.73,94034662,4586.56,18.01,3.32,3.01,2023-11-01
