,S,K,T,LSTM_price
8441,19674.25,19650.0,34.0,311.45
8442,21255.05,21550.0,70.0,442.49
8443,19811.5,21300.0,16.0,7.26
8444,19395.3,20650.0,14.0,7.84
8445,19833.15,20250.0,1.0,9.62
8446,18691.2,17100.0,10.0,1591.77
8447,19545.75,22000.0,84.0,6.74
8448,19342.65,18600.0,2.0,706.37
8449,19265.8,20000.0,307.0,1008.68
8450,19528.8,20250.0,10.0,8.98
8451,19528.8,19900.0,52.0,198.94
8452,19778.3,20400.0,1.0,9.07
8453,19281.75,20150.0,17.0,8.67
8454,20267.9,20600.0,34.0,167.99
8455,19811.35,19900.0,1.0,79.51
8456,19753.8,20100.0,10.0,43.69
8457,19753.8,18000.0,10.0,1680.92
8458,19674.25,20300.0,6.0,9.15
8459,20686.8,20650.0,3.0,177.05
8460,19672.35,23000.0,157.0,7.46
8461,18857.25,21000.0,154.0,111.58
8462,21456.65,17000.0,13.0,4441.47
8463,20096.6,21100.0,29.0,8.81
8464,19542.65,19500.0,27.0,281.26
8465,19365.25,19200.0,28.0,364.16
8466,19393.6,18000.0,129.0,1849.02
8467,21731.4,21450.0,20.0,519.21
8468,21255.05,19000.0,97.99999999999999,2563.57
8469,18856.85,18850.0,15.0,200.34
8470,21441.35,22800.0,37.0,17.57
8471,19355.9,19050.0,3.0,297.53
8472,21441.35,21150.0,16.0,529.66
8473,19395.3,19150.0,21.0,394.1
8474,19802.0,19000.0,399.0,2373.69
8475,19833.15,18900.0,1.0,865.59
8476,19802.0,18800.0,14.0,1038.96
8477,18989.15,21150.0,29.0,6.74
8478,19783.4,20100.0,2.0,30.92
8479,19443.5,18650.0,8.0,770.28
8480,19384.3,17950.0,1.0,1426.99
8481,20906.4,17000.0,107.0,4171.61
8482,18857.25,19450.0,63.00000000000001,185.69
8483,19425.35,19200.0,20.0,365.68
8484,19411.75,20250.0,3.0,8.64
8485,19689.85,19000.0,9.0,621.94
8486,21349.4,18900.0,34.0,2537.9
8487,19230.6,21300.0,13.0,6.74
8488,19733.55,20450.0,2.0,8.84
8489,19528.75,21650.0,2.0,6.74
8490,19745.0,20700.0,6.0,8.04
8491,19443.55,20600.0,10.0,7.98
8492,19396.45,21000.0,219.0,368.98
8493,18826.0,19650.0,13.0,8.82
8494,18856.85,19200.0,15.0,69.3
8495,19122.15,19350.0,29.0,169.91
8496,19733.55,21500.0,23.0,6.74
8497,19436.1,19850.0,1.0,9.6
8498,19428.3,21100.0,6.0,6.74
8499,19528.75,20400.0,9.0,8.49
8500,19711.45,20850.0,10.0,8.03
8501,19411.75,19800.0,10.0,40.25
8502,20686.8,20200.0,3.0,464.95
8503,19434.55,18600.0,3.0,784.93
8504,19517.0,19200.0,83.0,746.21
8505,19365.25,19400.0,70.0,466.37
8506,19436.1,19600.0,56.99999999999999,333.45
8507,19189.05,18400.0,27.0,852.05
8508,21654.75,22750.0,29.0,45.55
8509,18826.0,17800.0,6.0,987.42
8510,19443.55,19550.0,24.0,196.76
8511,20070.0,21200.0,22.0,8.3
8512,19680.6,20850.0,2.0,7.72
8513,19638.3,19100.0,20.0,544.48
8514,19122.15,21050.0,64.0,7.33
8515,19778.3,19200.0,1.0,509.28
8516,19526.55,19400.0,22.0,296.14
8517,19528.75,19900.0,23.0,87.07
8518,19653.5,19400.0,6.0,285.34
8519,19281.75,21300.0,17.0,6.74
8520,19811.85,19750.0,1.0,160.23
8521,19384.3,18600.0,8.0,780.92
8522,21731.4,21800.0,27.0,361.62
8523,19727.05,19600.0,14.0,243.82
8524,19716.45,20000.0,1.0,21.88
8525,20855.1,20850.0,23.0,286.61
8526,19765.2,21050.0,28.0,8.02
8527,19680.6,19800.0,9.0,106.72
8528,19711.45,18900.0,17.0,822.31
8529,19365.25,18550.0,0.0,773.78
8530,20901.15,20800.0,84.0,741.8
8531,19751.05,20800.0,27.0,8.58
8532,19611.05,18800.0,8.0,809.74
8533,19512.35,17800.0,17.0,1668.64
8534,19711.45,19200.0,10.0,505.21
8535,19133.25,21150.0,14.0,6.74
8536,19624.7,21200.0,14.0,6.96
8537,19675.45,22000.0,407.0,597.42
8538,19347.45,20700.0,8.0,7.45
8539,19306.05,16000.0,121.99999999999999,3587.15
8540,20103.1,20400.0,21.0,104.6
8541,19672.35,21400.0,24.0,6.77
8542,18817.4,23000.0,93.0,7.31
8543,19528.8,20350.0,10.0,8.73
8544,19079.6,19150.0,58.0,374.02
8545,19281.75,21650.0,3.0,6.74
8546,19435.3,20500.0,55.00000000000001,27.63
8547,18816.7,17650.0,2.0,1106.79
8548,18817.4,13000.0,2.0,5749.23
8549,20096.6,18100.0,29.0,2030.9
8550,21150.15,22400.0,71.0,170.98
8551,19727.05,19100.0,21.0,683.09
8552,19189.05,19300.0,89.99999999999999,493.62
8553,18816.7,19300.0,2.0,9.48
8554,19778.3,22000.0,519.0,873.45
8555,21150.15,19350.0,15.0,1858.13
8556,19398.5,20550.0,8.0,8.01
8557,19794.7,21200.0,20.0,7.71
8558,19443.5,20150.0,22.0,12.42
8559,19439.4,20850.0,2.0,7.26
8560,19306.05,19100.0,31.0,394.74
8561,19632.55,20050.0,22.0,78.79
8562,19230.6,20300.0,20.0,8.43
8563,19778.3,21100.0,8.0,7.46
8564,19778.3,18950.0,1.0,751.81
8565,19517.0,19150.0,55.00000000000001,632.38
8566,19753.8,19250.0,59.00000000000001,785.64
8567,19436.1,20050.0,85.0,262.33
8568,18817.4,19500.0,911.0,2563.86
8569,19659.9,21250.0,35.0,7.36
8570,18755.9,18500.0,29.0,452.69
8571,19979.15,21250.0,0.0,7.5
8572,19436.1,19000.0,15.0,486.26
8573,19632.55,20950.0,1.0,7.49
8574,19794.0,20000.0,21.0,123.97
8575,19745.0,19350.0,69.0,761.06
8576,19306.05,17700.0,3.0,1565.49
8577,19659.9,17000.0,881.0,4935.75
8578,19355.9,18850.0,10.0,500.61
8579,19047.25,20600.0,20.0,6.94
8580,19347.45,19000.0,1.0,335.29
8581,19794.0,18300.0,14.0,1472.89
8582,20070.0,20850.0,1.0,8.75
8583,19819.95,20900.0,6.0,8.13
8584,19745.0,18400.0,6.0,1217.03
8585,19833.15,19800.0,8.0,162.28
8586,21441.35,20700.0,30.0,970.65
8587,19396.45,21250.0,37.0,6.91
8588,19574.9,20750.0,9.0,7.87
8589,19819.95,18900.0,20.0,966.93
8590,19133.25,19600.0,28.0,73.23
8591,18716.15,19150.0,9.0,28.24
8592,21456.65,21350.0,34.0,468.35
8593,19680.6,16650.0,2.0,3043.18
8594,19659.9,20800.0,7.0,7.78
8595,19542.65,19150.0,69.0,778.94
8596,19680.6,21000.0,23.0,7.82
8597,19753.8,19700.0,24.0,261.1
8598,19680.6,19800.0,23.0,191.96
8599,19783.4,19850.0,9.0,137.24
8600,18771.25,18600.0,35.0,420.05
8601,19406.7,20800.0,9.0,7.33
8602,20997.1,19000.0,80.0,2285.12
8603,19497.3,19950.0,21.0,61.48
8604,19133.25,18000.0,28.0,1156.43
8605,20901.15,20600.0,28.0,541.67
8606,19833.15,18800.0,1.0,964.87
8607,19711.45,22000.0,528.0,843.0
8608,19523.55,19900.0,21.0,79.92
8609,20926.35,21550.0,15.0,42.22
8610,19310.15,19550.0,40.99999999999999,224.37
8611,20906.4,21100.0,2.0,96.6
8612,19395.3,19900.0,21.0,54.87
8613,19542.65,18850.0,6.0,675.29
8614,18972.1,17000.0,92.0,2219.89
8615,20855.1,21350.0,51.00000000000001,213.12
8616,19671.1,20950.0,15.0,7.63
8617,21456.65,22500.0,27.0,30.32
8618,19122.15,21200.0,1.0,6.74
8619,19671.1,19000.0,15.0,668.76
8620,21453.1,21800.0,30.0,220.19
8621,18856.85,20350.0,22.0,7.49
8622,21456.65,19750.0,13.0,1724.37
8623,20901.15,21150.0,21.0,181.58
8624,19528.8,19800.0,3.0,37.2
8625,19889.7,20000.0,30.0,241.51
8626,19365.25,21500.0,0.0,6.74
8627,19833.15,18100.0,43.00000000000001,1825.47
8628,21456.65,18900.0,13.0,2556.57
8629,19671.1,19000.0,253.0,1731.11
8630,19727.05,20600.0,7.0,8.61
8631,21418.65,22100.0,3.0,8.95
8632,19122.15,19350.0,15.0,101.51
8633,19802.0,20900.0,14.0,8.3
8634,19331.8,17500.0,174.0,2379.19
8635,19528.75,19000.0,268.0,1668.25
8636,19819.95,19900.0,83.0,504.44
8637,19439.4,19950.0,9.0,9.55
8638,18665.5,17900.0,6.0,789.33
8639,19465.0,18200.0,1.0,1199.95
8640,19811.5,19700.0,16.0,241.69
8641,19675.45,22000.0,43.00000000000001,6.74
8642,19322.55,16400.0,24.0,2868.34
8643,19331.8,19450.0,20.0,162.7
8644,19133.25,20850.0,56.0,7.57
8645,19638.3,21000.0,13.0,7.37
8646,21255.05,20950.0,70.0,789.1
8647,18826.0,18450.0,6.0,372.94
8648,19436.1,20800.0,85.0,74.85
8649,21418.65,21950.0,17.0,93.24
8650,19140.9,20800.0,10.0,6.74
8651,19122.15,19900.0,22.0,9.18
8652,19512.35,18600.0,17.0,891.74
8653,19638.3,19800.0,20.0,114.19
8654,19189.05,19000.0,62.0,560.87
8655,19443.5,20850.0,15.0,7.55
8656,20103.1,21450.0,0.0,7.31
8657,19465.0,19500.0,8.0,138.02
8658,18665.5,16400.0,34.0,2329.13
8659,19425.35,20850.0,13.0,7.41
8660,19347.45,17000.0,29.0,2398.17
8661,21654.75,21650.0,8.0,282.6
8662,19265.8,18850.0,13.0,454.89
8663,19811.5,22000.0,72.0,6.89
8664,19342.65,20600.0,2.0,7.59
8665,19517.0,20450.0,6.0,8.28
8666,19322.55,19950.0,59.00000000000001,150.98
8667,18665.5,17500.0,34.0,1285.45
8668,20926.35,20600.0,8.0,417.05
8669,19751.05,21300.0,6.0,6.84
8670,19574.9,20000.0,2.0,9.61
8671,19396.45,20700.0,16.0,7.75
8672,19733.55,21000.0,86.00000000000001,124.39
8673,19396.45,20100.0,2.0,8.95
8674,19265.8,16000.0,125.0,3599.06
8675,19783.4,18850.0,9.0,919.89
8676,19189.05,18400.0,20.0,819.38
8677,19406.7,19250.0,23.0,320.67
8678,19731.75,20950.0,17.0,7.98
8679,19765.2,19900.0,42.0,284.72
8680,18688.1,20200.0,28.0,7.51
8681,19819.95,19000.0,474.99999999999994,2568.48
8682,19731.75,18600.0,3.0,1133.97
8683,19819.95,20400.0,20.0,30.06
8684,21349.4,21850.0,6.0,75.64
8685,19140.9,19800.0,10.0,9.05
8686,19727.05,18100.0,7.0,1577.55
8687,20070.0,20800.0,78.0,187.13
8688,19731.75,18900.0,3.0,798.23
8689,21778.7,23050.0,0.0,7.74
8690,20937.7,20500.0,22.0,597.96
8691,19716.45,21650.0,8.0,6.74
8692,19384.3,19150.0,15.0,333.39
8693,20096.6,20200.0,36.0,277.3
8694,19406.7,24000.0,142.0,7.5
8695,19727.05,20250.0,0.0,9.4
8696,19632.55,23000.0,50.0,6.83
8697,19733.55,19400.0,86.00000000000001,822.65
8698,20926.35,20800.0,43.00000000000001,504.23
8699,21255.05,22900.0,28.0,7.18
8700,19889.7,18550.0,30.0,1425.1
8701,19624.7,20150.0,14.0,14.17
8702,19443.55,18800.0,3.0,611.84
8703,19444.0,20650.0,1.0,7.72
8704,21349.4,17900.0,6.0,3392.43
8705,20133.15,21100.0,56.0,91.11
8706,19749.25,16800.0,44.0,3013.93
8707,19133.25,20050.0,28.0,8.85
8708,20103.1,20550.0,14.0,42.78
8709,20133.15,23000.0,28.0,6.74
8710,19889.7,19400.0,2.0,498.71
8711,20192.35,20850.0,34.0,67.23
8712,19381.65,20400.0,14.0,8.37
8713,18771.25,18700.0,14.0,229.04
8714,19436.1,20550.0,1.0,7.87
8715,19444.0,20200.0,8.0,8.92
8716,19517.0,21000.0,55.00000000000001,8.05
8717,19664.7,20100.0,65.0,251.06
8718,19749.25,19850.0,30.0,228.22
8719,21441.35,14000.0,2.0,7403.05
8720,19253.8,20750.0,14.0,7.15
8721,19413.75,19750.0,0.0,9.81
8722,19528.8,22000.0,206.0,145.7
8723,20997.1,21500.0,31.0,146.42
8724,19783.4,19800.0,37.0,318.46
8725,19355.9,19600.0,24.0,120.83
8726,20937.7,20850.0,50.0,516.16
8727,19545.75,18000.0,14.0,1485.9
8728,20926.35,22200.0,22.0,8.12
8729,20103.1,17900.0,14.0,2214.33
8730,20855.1,19500.0,2.0,1291.44
8731,19802.0,20800.0,14.0,8.54
8732,19381.65,21300.0,14.0,6.74
8733,19342.65,17500.0,2.0,1786.79
8734,19434.55,20550.0,10.0,8.11
8735,19753.8,21400.0,17.0,6.89
8736,19819.95,18950.0,20.0,917.7
8737,19526.55,18550.0,8.0,900.04
8738,18755.45,17500.0,73.0,1499.88
8739,19811.35,19450.0,1.0,343.71
8740,19512.35,20300.0,80.0,182.38
8741,20192.35,19800.0,76.0,818.18
8742,19716.45,19300.0,15.0,474.89
8743,19517.0,20100.0,13.0,9.29
8744,20133.3,21550.0,17.0,7.45
8745,19411.75,19850.0,24.0,79.18
8746,19439.4,19100.0,16.0,419.7
8747,19597.3,19000.0,3.0,558.22
8748,20926.35,18700.0,1.0,2151.43
8749,21418.65,17000.0,101.0,4656.97
8750,19889.7,20700.0,16.0,9.03
8751,19523.55,21650.0,21.0,6.74
8752,19389.0,18100.0,23.0,1307.17
8753,19528.75,18750.0,23.0,809.56
8754,19395.3,20500.0,0.0,7.93
8755,19833.15,20100.0,43.00000000000001,226.62
8756,19674.55,19950.0,24.0,115.92
8757,19526.55,21300.0,1.0,6.74
8758,20855.1,21050.0,23.0,191.3
8759,19512.35,20100.0,52.0,138.64
8760,19731.75,20850.0,10.0,8.07
8761,19122.15,18750.0,64.0,731.25
8762,18771.25,20350.0,0.0,6.76
8763,19674.55,20900.0,17.0,7.94
8764,19570.85,19750.0,9.0,87.72
8765,19523.55,21550.0,7.0,6.74
8766,19597.3,17600.0,24.0,1980.39
8767,19689.85,20900.0,79.0,74.54
8768,19689.85,19050.0,51.00000000000001,796.05
8769,19624.7,21200.0,0.0,6.74
8770,21150.15,22700.0,22.0,7.19
8771,19778.3,20000.0,29.0,177.18
8772,19384.3,17300.0,15.0,2069.06
8773,19434.55,21200.0,10.0,6.74
8774,21255.05,18000.0,7.0,3198.01
8775,21418.65,22750.0,31.0,8.04
8776,19393.6,20000.0,3.0,9.17
8777,19753.8,16000.0,59.00000000000001,3825.58
8778,19331.8,19600.0,27.0,134.99
8779,19436.1,19700.0,56.99999999999999,287.78
8780,21418.65,19350.0,3.0,1980.57
8781,19993.2,20200.0,16.0,103.12
8782,18817.4,19950.0,23.0,8.37
8783,18857.25,20100.0,14.0,7.84
8784,19794.0,20000.0,441.0,1764.45
8785,19428.3,19050.0,6.0,401.38
8786,19765.2,20100.0,14.0,72.28
8787,19528.75,17750.0,23.0,1764.3
8788,19140.9,19500.0,17.0,72.87
8789,19079.6,20150.0,9.0,8.01
8790,20937.7,21250.0,29.0,197.13
8791,20096.6,17800.0,1.0,2301.29
8792,19632.55,20550.0,22.0,8.86
8793,19122.15,18850.0,1.0,294.87
8794,19543.1,19750.0,0.0,43.7
8795,20686.8,21600.0,87.0,208.16
8796,19664.7,18400.0,30.0,1357.76
8797,19523.55,19900.0,35.0,131.38
8798,18755.9,17350.0,1.0,1373.5
8799,19659.9,18150.0,7.0,1466.33
8800,19716.45,20750.0,1.0,8.13
8801,21453.1,22800.0,72.0,136.11
8802,18716.15,18400.0,16.0,411.21
8803,19331.8,19000.0,83.0,784.92
8804,18857.25,20750.0,63.00000000000001,7.37
8805,18972.1,17500.0,0.0,1421.64
8806,20937.7,21700.0,8.0,8.96
8807,19310.15,21050.0,13.0,6.74
8808,20969.4,20150.0,48.0,1064.6
8809,18755.45,18000.0,38.0,887.05
8810,19389.0,19150.0,58.0,590.13
8811,19411.75,21200.0,3.0,6.74
8812,19428.3,20700.0,76.0,87.74
8813,19497.3,18500.0,357.00000000000006,2262.61
8814,20969.4,21100.0,48.0,396.62
8815,19564.5,20950.0,6.0,7.27
8816,19570.85,19450.0,2.0,175.34
8817,21441.35,21050.0,9.0,554.25
8818,19753.8,19950.0,31.0,184.15
8819,20686.8,21750.0,10.0,8.14
8820,20103.1,22000.0,469.00000000000006,893.53
8821,19347.45,19900.0,29.0,63.61
8822,19802.0,19250.0,0.0,544.33
8823,19253.8,18550.0,28.0,814.19
8824,19794.0,19400.0,21.0,488.86
8825,21654.75,21900.0,29.0,297.11
8826,19253.8,18850.0,28.0,553.41
8827,19811.5,21550.0,2.0,6.74
8828,19711.45,18600.0,44.99999999999999,1240.79
8829,20133.15,19550.0,7.0,585.47
8830,19694.0,20300.0,66.0,218.04
8831,19765.2,19350.0,7.0,416.55
8832,19306.05,24000.0,121.99999999999999,7.58
8833,19574.9,21000.0,2.0,7.13
8834,19638.3,17900.0,27.0,1707.99
8835,19833.15,17350.0,1.0,2408.84
8836,19996.35,19500.0,44.99999999999999,707.81
8837,19979.15,21350.0,0.0,7.25
8838,19384.3,19000.0,50.0,655.01
8839,19389.0,18000.0,86.00000000000001,1668.15
8840,18817.4,20000.0,16.0,8.1
8841,21182.7,22450.0,42.0,9.52
8842,19646.05,20150.0,20.0,52.3
8843,19230.6,21350.0,27.0,6.74
8844,19751.05,19950.0,34.0,207.74
8845,21731.4,20300.0,62.0,1700.28
8846,19742.35,21000.0,462.0,1263.22
8847,19653.5,19700.0,55.00000000000001,368.76
8848,19398.5,19750.0,1.0,10.24
8849,21778.7,22650.0,63.00000000000001,232.85
8850,19355.9,19100.0,31.0,437.02
8851,19680.6,20100.0,65.0,284.72
8852,19389.0,18000.0,9.0,1339.43
8853,19365.25,18150.0,7.0,1189.73
8854,18691.2,20350.0,17.0,6.99
8855,19765.2,19950.0,42.0,261.31
8856,20969.4,21500.0,27.0,126.39
8857,19384.3,20200.0,50.0,87.63
8858,19564.5,18550.0,13.0,973.79
8859,19436.1,18650.0,1.0,730.75
8860,20926.35,21350.0,22.0,120.54
8861,19811.85,21300.0,8.0,7.19
8862,20997.1,21900.0,3.0,8.59
8863,19672.35,19250.0,38.0,618.06
8864,19675.45,20200.0,1.0,9.16
8865,19574.9,19850.0,16.0,85.03
8866,19716.45,20550.0,1.0,8.62
8867,19398.5,19800.0,22.0,79.81
8868,20906.4,19150.0,16.0,1787.87
8869,19671.1,19850.0,22.0,131.65
8870,19253.8,19650.0,0.0,9.7
8871,19802.0,14000.0,35.0,5835.2
8872,19889.7,19000.0,58.0,1135.23
8873,19674.25,19400.0,13.0,357.64
8874,19140.9,20850.0,10.0,6.74
8875,19310.15,21050.0,6.0,6.74
8876,20133.15,20400.0,35.0,199.25
8877,18691.2,20100.0,10.0,7.44
8878,19497.3,19900.0,14.0,46.02
8879,19443.55,20400.0,3.0,8.33
8880,18972.1,19100.0,22.0,175.14
8881,19122.15,18900.0,1.0,255.05
8882,19523.55,19950.0,35.0,120.02
8883,19811.35,18600.0,15.0,1177.68
8884,19716.45,17000.0,455.99999999999994,3982.81
8885,19528.75,20450.0,2.0,8.24
8886,19674.55,19000.0,3.0,659.16
8887,19322.55,20250.0,10.0,8.61
8888,20937.7,19850.0,1.0,1062.93
8889,19434.55,21200.0,3.0,6.74
8890,19819.95,22000.0,111.0,7.74
8891,19365.25,20650.0,14.0,7.74
8892,20070.0,20650.0,8.0,9.36
8893,19406.7,20800.0,16.0,7.5
8894,20855.1,20650.0,30.0,441.84
8895,19439.4,19100.0,79.0,769.19
8896,20686.8,20750.0,31.0,284.04
8897,19664.7,21350.0,9.0,6.74
8898,19811.5,20500.0,30.0,34.76
8899,21349.4,22550.0,34.0,33.16
8900,18771.25,18700.0,7.0,190.79
8901,19674.55,18400.0,3.0,1254.89
8902,21778.7,19750.0,0.0,1965.8
8903,19253.8,18850.0,7.0,431.62
8904,19528.75,19000.0,177.0,1341.06
8905,20133.15,21000.0,21.0,8.94
8906,19751.05,21300.0,13.0,7.01
8907,19310.15,19600.0,40.99999999999999,201.43
8908,19819.95,19800.0,83.0,575.39
8909,18771.25,18550.0,7.0,290.06
8910,19517.0,17000.0,27.0,2465.81
8911,19570.85,19200.0,51.00000000000001,663.86
8912,19384.3,20200.0,78.0,178.12
8913,21456.65,22600.0,13.0,8.28
8914,19443.5,15000.0,141.0,4687.94
8915,20686.8,19150.0,24.0,1526.1
8916,19306.05,21100.0,31.0,6.83
8917,19439.4,18950.0,2.0,477.37
8918,19751.05,20200.0,27.0,90.28
8919,19646.05,23000.0,517.0,530.58
8920,19322.55,20350.0,10.0,8.37
8921,19140.9,19500.0,786.0,2642.76
8922,19751.05,21050.0,13.0,7.63
8923,19443.55,25000.0,44.99999999999999,7.26
8924,19570.85,20250.0,16.0,9.24
8925,19672.35,19100.0,38.0,730.77
8926,19783.4,20300.0,65.0,234.07
8927,18989.15,20100.0,22.0,8.28
8928,21731.4,18000.0,362.99999999999994,4731.27
8929,19783.4,21200.0,37.0,7.99
8930,19411.75,21050.0,10.0,6.85
8931,19689.85,20700.0,23.0,8.42
8932,19528.75,18900.0,9.0,581.41
8933,19672.35,18500.0,17.0,1172.88
8934,19517.0,19100.0,20.0,462.28
8935,19745.0,17300.0,6.0,2367.97
8936,19765.2,20950.0,21.0,8.1
8937,18755.9,20250.0,15.0,7.36
8938,19545.75,18100.0,21.0,1420.13
8939,19365.25,19400.0,0.0,97.55
8940,19811.35,14000.0,78.0,5870.51
8941,21349.4,22950.0,27.0,7.55
8942,19230.6,20400.0,55.00000000000001,18.06
8943,19386.7,19400.0,0.0,105.44
8944,21418.65,22650.0,73.0,158.55
8945,21441.35,20750.0,30.0,931.78
8946,19342.65,18850.0,58.0,774.48
8947,21349.4,19850.0,34.0,1620.41
8948,19716.45,20000.0,183.0,831.21
8949,19889.7,20750.0,30.0,16.97
8950,19381.65,21150.0,0.0,6.74
8951,20901.15,21050.0,0.0,109.7
8952,19624.7,21400.0,0.0,6.74
8953,19393.6,18950.0,38.0,617.93
8954,19753.8,19400.0,10.0,371.85
8955,19526.55,20600.0,56.99999999999999,70.24
8956,19711.45,19850.0,10.0,96.37
8957,19597.3,20050.0,52.0,189.5
8958,19694.0,15000.0,38.0,4777.41
8959,21349.4,22550.0,6.0,7.98
8960,18665.5,18600.0,69.0,540.4
8961,21731.4,23050.0,27.0,8.21
8962,19564.5,19200.0,76.0,759.41
8963,19331.8,18650.0,20.0,704.18
8964,19122.15,20700.0,15.0,7.06
8965,20133.3,19200.0,38.0,1075.06
8966,19436.1,19200.0,8.0,287.99
8967,19711.45,19600.0,73.0,589.34
8968,21778.7,21750.0,0.0,230.8
8969,19347.45,16900.0,1.0,2408.59
8970,19322.55,20100.0,59.00000000000001,119.68
8971,19653.5,20750.0,20.0,8.32
8972,21182.7,19950.0,7.0,1201.85
8973,19047.25,17000.0,62.0,2115.84
8974,19253.8,21500.0,28.0,6.74
8975,19611.05,19900.0,50.0,241.59
8976,19675.45,20000.0,134.0,579.17
8977,19802.0,19900.0,7.0,118.64
8978,19497.3,17150.0,0.0,2252.95
8979,19659.9,18200.0,7.0,1405.68
8980,18688.1,19400.0,14.0,9.16
8981,19675.45,19150.0,15.0,513.44
8982,19901.4,20100.0,15.0,115.98
8983,20133.15,20450.0,28.0,139.33
8984,19543.1,20000.0,140.0,578.14
8985,19381.65,18550.0,7.0,808.59
8986,20096.6,19800.0,1.0,327.55
8987,19611.05,19300.0,22.0,447.1
8988,19444.0,18850.0,8.0,588.03
8989,18755.45,16700.0,10.0,2045.84
8990,19396.45,19000.0,2.0,368.53
8991,21654.75,21450.0,29.0,539.42
8992,19517.0,19750.0,27.0,130.22
8993,19381.65,20600.0,7.0,7.71
8994,19632.55,21400.0,8.0,6.74
8995,18826.0,19150.0,13.0,59.0
8996,19436.1,21050.0,56.99999999999999,7.84
8997,19783.4,19150.0,37.0,787.74
8998,19396.45,19400.0,37.0,305.27
8999,18857.25,25000.0,63.00000000000001,7.47
9000,20192.35,20300.0,76.0,455.19
9001,19745.0,19800.0,40.99999999999999,315.76
9002,20133.15,21600.0,56.0,8.26
9003,18817.4,17600.0,9.0,1185.07
9004,19611.05,20700.0,8.0,8.09
9005,18755.9,11000.0,15.0,7754.85
9006,19406.7,21350.0,23.0,6.74
9007,19526.55,20350.0,1.0,8.49
9008,19435.3,20350.0,27.0,8.78
9009,19671.1,20700.0,43.00000000000001,8.89
9010,19694.0,18600.0,38.0,1238.17
9011,19230.6,20550.0,55.00000000000001,8.58
9012,19664.7,19050.0,9.0,640.5
9013,18826.0,20000.0,104.0,165.92
9014,18817.4,18350.0,16.0,511.59
9015,19443.5,19500.0,15.0,173.29
9016,19079.6,22000.0,422.0,426.67
9017,19122.15,18800.0,15.0,415.86
9018,18688.1,21000.0,560.0,848.54
9019,19624.7,19650.0,14.0,165.97
9020,19497.3,20100.0,14.0,9.46
9021,20997.1,19500.0,44.99999999999999,1675.69
9022,19443.5,21100.0,22.0,7.11
9023,19574.9,19300.0,30.0,459.07
9024,19638.3,19000.0,62.0,862.87
9025,19517.0,22000.0,510.0,716.51
9026,20969.4,20500.0,27.0,665.23
9027,19389.0,19700.0,9.0,46.59
9028,18771.25,17700.0,0.0,1042.19
9029,19742.35,20600.0,35.0,31.03
9030,20133.3,18700.0,3.0,1423.83
9031,19230.6,20350.0,20.0,8.31
9032,19611.05,21500.0,22.0,6.74
9033,19624.7,19600.0,7.0,148.9
9034,19306.05,19050.0,10.0,304.91
9035,19659.9,21150.0,0.0,6.74
9036,19528.75,21150.0,23.0,6.95
9037,19680.6,19600.0,65.0,533.99
9038,19133.25,17800.0,0.0,1227.06
9039,19528.8,21000.0,115.0,125.56
9040,19811.5,13000.0,72.0,6841.61
9041,18665.5,22000.0,6.0,6.74
9042,20103.1,20150.0,7.0,133.27
9043,19443.55,18650.0,17.0,814.36
9044,20070.0,20600.0,8.0,9.48
9045,20901.15,21800.0,7.0,8.57
9046,21441.35,21950.0,2.0,60.72
9047,20997.1,18000.0,381.0,4145.33
9048,19386.7,17700.0,7.0,1646.88
9049,19811.5,21000.0,16.0,8.0
9050,19384.3,18700.0,78.0,1025.96
9051,19675.45,19200.0,15.0,474.72
9052,21150.15,21650.0,1.0,48.35
9053,19889.7,21150.0,23.0,8.09
9054,19979.15,24000.0,161.0,7.59
9055,18826.0,18650.0,6.0,218.98
9056,19342.65,18400.0,2.0,900.4
9057,18665.5,20000.0,552.0,1335.15
9058,21654.75,22800.0,22.0,8.52
9059,19512.35,20000.0,444.0,1596.24
9060,19439.4,20950.0,2.0,7.02
9061,19444.0,19550.0,8.0,93.95
9062,19444.0,19900.0,64.0,224.51
9063,18755.9,17400.0,8.0,1353.18
9064,19523.55,20300.0,28.0,11.05
9065,19381.65,19100.0,0.0,289.9
9066,19342.65,20150.0,2.0,8.7
9067,20686.8,20950.0,24.0,152.99
9068,18989.15,20950.0,29.0,6.74
9069,21182.7,21850.0,42.0,144.53
9070,19901.4,21150.0,8.0,7.5
9071,19979.15,19800.0,28.0,371.02
9072,19672.35,20600.0,10.0,8.4
9073,19783.4,19950.0,9.0,95.19
9074,19395.3,19800.0,28.0,104.69
9075,19443.5,23000.0,50.0,6.83
9076,20686.8,20250.0,10.0,468.48
9077,19819.95,18800.0,20.0,1061.11
9078,19711.45,21000.0,73.0,71.5
9079,19444.0,19000.0,8.0,445.63
9080,20686.8,21050.0,10.0,77.58
9081,20133.3,20300.0,3.0,68.19
9082,19133.25,18900.0,7.0,256.46
9083,19694.0,13000.0,38.0,6775.1
9084,19331.8,19050.0,13.0,340.33
9085,18817.4,18250.0,30.0,681.55
9086,19253.8,21300.0,0.0,6.74
9087,18691.2,24000.0,94.00000000000001,7.67
9088,18856.85,17700.0,8.0,1162.84
9089,19443.5,21000.0,1.0,6.89
9090,19322.55,17950.0,10.0,1330.26
9091,18826.0,17950.0,6.0,825.74
