,S,K,T,LSTM_price
1783,21654.75,20500.0,1.0,1179.21
1784,19716.45,19800.0,64.0,395.18
1785,20070.0,19300.0,8.0,759.7
1786,18816.7,20200.0,9.0,7.42
1787,19253.8,20000.0,21.0,9.2
1788,19443.55,18900.0,44.99999999999999,760.82
1789,19727.05,20800.0,21.0,8.42
1790,19310.15,23000.0,40.99999999999999,6.93
1791,19564.5,20000.0,48.0,157.8
1792,20855.1,21850.0,9.0,8.33
1793,21150.15,22250.0,1.0,7.84
1794,19674.25,20050.0,6.0,27.26
1795,19574.9,20700.0,51.00000000000001,13.54
1796,19384.3,20950.0,15.0,7.07
1797,19517.0,19300.0,55.00000000000001,523.41
1798,19347.45,20700.0,15.0,7.6
1799,19794.0,21250.0,21.0,7.39
1800,19638.3,19200.0,27.0,518.28
1801,19680.6,18800.0,9.0,856.49
1802,21654.75,20900.0,1.0,791.34
1803,21456.65,18500.0,6.0,2923.61
1804,19497.3,16400.0,21.0,3045.87
1805,19811.5,20950.0,9.0,7.96
1806,19716.45,19750.0,1.0,89.23
1807,20937.7,21150.0,1.0,93.26
1808,20133.3,21500.0,73.0,46.05
1809,19393.6,19850.0,10.0,17.87
1810,19322.55,19300.0,3.0,130.45
1811,19047.25,19450.0,62.0,198.29
1812,19716.45,18200.0,8.0,1473.66
1813,19659.9,18000.0,7.0,1614.24
1814,19753.8,20200.0,31.0,103.87
1815,19365.25,19500.0,70.0,414.31
1816,19680.6,18950.0,2.0,690.84
1817,19436.1,19550.0,29.0,215.27
1818,19079.6,19000.0,86.00000000000001,618.69
1819,20997.1,21250.0,10.0,118.18
1820,18857.25,19350.0,21.0,68.6
1821,19993.2,18900.0,16.0,1106.45
1822,21456.65,25000.0,13.0,6.75
1823,19381.65,19950.0,21.0,47.9
1824,20926.35,21500.0,22.0,84.54
1825,20855.1,21400.0,16.0,61.32
1826,21453.1,22700.0,23.0,8.23
1827,19443.5,19400.0,8.0,181.32
1828,21182.7,20900.0,7.0,365.06
1829,19439.4,17600.0,16.0,1816.11
1830,19331.8,19950.0,55.00000000000001,155.48
1831,19133.25,19550.0,56.0,188.57
1832,21456.65,21000.0,13.0,596.62
1833,19331.8,17550.0,6.0,1729.68
1834,19794.7,18800.0,6.0,1011.8
1835,19395.3,21200.0,21.0,6.74
1836,19611.05,22000.0,477.0,699.78
1837,20997.1,21000.0,108.0,805.96
1838,21453.1,22200.0,72.0,278.53
1839,19659.9,19800.0,0.0,62.56
1840,20937.7,19450.0,22.0,1527.84
1841,19811.85,20400.0,36.0,100.02
1842,19396.45,19500.0,30.0,222.54
1843,19389.0,18550.0,23.0,897.82
1844,19689.85,20000.0,30.0,116.62
1845,19497.3,18000.0,0.0,1430.89
1846,21731.4,20100.0,27.0,1715.29
1847,19753.8,19700.0,31.0,300.29
1848,21441.35,22350.0,2.0,8.68
1849,19745.0,17200.0,6.0,2486.69
1850,20926.35,20600.0,43.00000000000001,653.72
1851,18755.45,17700.0,38.0,1163.2
1852,19811.5,25000.0,436.0,107.18
1853,21150.15,19150.0,8.0,2029.14
1854,19439.4,19550.0,16.0,145.52
1855,19542.65,21500.0,40.99999999999999,6.74
1856,20855.1,22000.0,113.99999999999999,264.06
1857,21182.7,13000.0,14.0,8091.69
1858,19434.55,19600.0,10.0,87.56
1859,19381.65,19500.0,28.0,222.94
1860,18856.85,17500.0,8.0,1359.24
1861,19574.9,19250.0,9.0,367.15
1862,20997.1,21150.0,24.0,246.64
1863,19742.35,19600.0,21.0,314.93
1864,19047.25,19650.0,34.0,55.37
1865,19545.75,19600.0,28.0,214.17
1866,21255.05,20300.0,70.0,1264.48
1867,20901.15,19900.0,48.99999999999999,1220.65
1868,19802.0,21050.0,14.0,7.93
1869,19545.75,20450.0,84.0,153.04
1870,19517.0,20000.0,510.0,1708.73
1871,19731.8,20900.0,40.99999999999999,8.6
1872,19570.85,20700.0,51.00000000000001,32.96
1873,19122.15,18700.0,15.0,492.57
1874,20855.1,18900.0,51.00000000000001,2078.61
1875,21150.15,22350.0,8.0,7.7
1876,19389.0,19800.0,16.0,50.99
1877,18826.0,16000.0,13.0,2796.41
1878,20997.1,20950.0,31.0,384.49
1879,19384.3,20500.0,78.0,116.07
1880,19632.55,21000.0,8.0,7.46
1881,19047.25,19750.0,20.0,9.0
1882,19413.75,20400.0,0.0,8.17
1883,19331.8,19800.0,13.0,34.0
1884,19526.55,19400.0,8.0,211.94
1885,19545.75,19650.0,7.0,84.0
1886,19996.35,19900.0,3.0,169.85
1887,19833.15,19750.0,29.0,310.84
1888,21654.75,19750.0,29.0,1974.91
1889,20070.0,20350.0,15.0,82.24
1890,19347.45,18650.0,1.0,671.58
1891,19749.25,19050.0,72.0,1013.97
1892,19497.3,18050.0,7.0,1386.22
1893,21453.1,20200.0,37.0,1406.26
1894,20267.9,18100.0,27.0,2197.33
1895,18989.15,20050.0,15.0,8.24
1896,19310.15,19800.0,20.0,51.74
1897,19632.55,20900.0,50.0,8.64
1898,19393.6,19000.0,17.0,456.98
1899,19765.2,21250.0,14.0,7.2
1900,19749.25,19250.0,9.0,489.46
1901,21731.4,22000.0,89.99999999999999,627.24
1902,20267.9,20500.0,6.0,78.85
1903,18691.2,18750.0,66.0,418.19
1904,19680.6,20950.0,2.0,7.48
1905,19674.55,21200.0,3.0,6.9
1906,19731.8,20100.0,34.0,145.73
1907,19742.35,18900.0,7.0,830.27
1908,19624.7,21400.0,42.0,7.13
1909,19230.6,18850.0,6.0,388.45
1910,20192.35,19100.0,20.0,1131.96
1911,20906.4,19700.0,16.0,1251.84
1912,19811.85,21250.0,64.0,11.41
1913,19689.85,19100.0,2.0,500.84
1914,19322.55,19400.0,17.0,162.74
1915,19497.3,20400.0,0.0,8.47
1916,21441.35,17450.0,2.0,3954.79
1917,19411.75,18800.0,80.0,979.53
1918,18972.1,13000.0,0.0,5889.71
1919,19996.35,17800.0,17.0,2162.65
1920,21441.35,20200.0,9.0,1299.11
1921,18826.0,20050.0,6.0,7.71
1922,19347.45,19750.0,1.0,9.71
1923,21441.35,20350.0,30.0,1261.85
1924,19664.7,19950.0,65.0,318.53
1925,20997.1,21900.0,44.99999999999999,109.19
1926,19381.65,20350.0,56.0,90.04
1927,19434.55,22000.0,136.0,7.63
1928,19694.0,21000.0,31.0,8.12
1929,19526.55,21400.0,15.0,6.74
1930,19543.1,18700.0,7.0,807.19
1931,19711.45,18250.0,10.0,1411.48
1932,19638.3,20150.0,6.0,9.3
1933,19436.1,20400.0,1.0,8.24
1934,20103.1,21500.0,77.0,49.0
1935,19694.0,19350.0,10.0,414.12
1936,19653.5,19400.0,13.0,329.43
1937,20096.6,19500.0,15.0,635.8
1938,19597.3,20300.0,17.0,9.22
1939,20937.7,21000.0,85.0,616.02
1940,20070.0,19650.0,22.0,523.67
1941,19444.0,19700.0,1.0,28.62
1942,20997.1,16000.0,108.0,5214.29
1943,21349.4,20100.0,34.0,1396.39
1944,19389.0,18950.0,2.0,414.83
1945,19465.0,18900.0,1.0,531.24
1946,19671.1,20300.0,1.0,8.98
1947,19133.25,20650.0,7.0,6.95
1948,19122.15,21250.0,36.0,6.74
1949,18856.85,19550.0,1.0,9.02
1950,19443.55,19900.0,24.0,76.13
1951,19434.55,20350.0,17.0,8.75
1952,19833.15,19700.0,43.00000000000001,433.92
1953,20855.1,19100.0,2.0,1649.38
1954,20267.9,18850.0,27.0,1475.97
1955,19395.3,24000.0,48.99999999999999,7.1
1956,19079.6,21200.0,58.0,6.74
1957,18771.25,16800.0,35.0,2053.73
1958,19632.55,20700.0,22.0,8.5
1959,19395.3,19850.0,0.0,9.57
1960,19680.6,17500.0,2.0,2144.8
1961,19819.95,21350.0,20.0,7.34
1962,19742.35,20100.0,14.0,70.91
1963,19731.75,20850.0,17.0,8.23
1964,21418.65,15000.0,101.0,6590.75
1965,19597.3,20700.0,17.0,8.25
1966,19765.2,20000.0,14.0,96.68
1967,19413.75,19950.0,0.0,9.31
1968,20855.1,20250.0,51.00000000000001,871.87
1969,21778.7,21200.0,7.0,660.63
1970,19996.35,19400.0,10.0,591.2
1971,18857.25,21000.0,0.0,6.74
1972,19140.9,20350.0,59.00000000000001,20.43
1973,20937.7,20350.0,50.0,889.27
1974,19564.5,20950.0,48.0,8.24
1975,19694.0,19000.0,129.0,1335.13
1976,18856.85,19500.0,8.0,9.25
1977,19749.25,17000.0,72.0,2909.97
1978,20133.3,21350.0,17.0,7.95
1979,18691.2,18400.0,31.0,483.0
1980,19819.95,21400.0,20.0,7.21
1981,19638.3,19200.0,6.0,381.9
1982,19646.05,17800.0,34.0,1891.56
1983,19742.35,20800.0,14.0,8.22
1984,19794.0,19850.0,48.99999999999999,342.85
1985,18857.25,18450.0,63.00000000000001,769.13
1986,19396.45,19250.0,16.0,272.99
1987,19047.25,19850.0,62.0,98.9
1988,19342.65,17700.0,30.0,1699.97
1989,18665.5,13500.0,6.0,5163.41
1990,19783.4,23000.0,37.0,6.74
1991,19646.05,19950.0,13.0,70.64
1992,21182.7,20250.0,0.0,870.2
1993,19133.25,18700.0,56.0,690.65
1994,19545.75,19700.0,21.0,129.72
1995,19664.7,20550.0,9.0,8.63
1996,19306.05,20450.0,3.0,7.81
1997,19733.55,19850.0,23.0,179.63
1998,18817.4,18250.0,9.0,579.26
1999,19497.3,20050.0,21.0,39.04
2000,19545.75,20150.0,0.0,9.04
2001,21731.4,21000.0,89.99999999999999,1299.34
2002,20906.4,20000.0,79.0,1303.92
2003,19306.05,22000.0,31.0,6.74
2004,19406.7,17500.0,23.0,1886.24
2005,19517.0,19950.0,55.00000000000001,185.94
2006,19265.8,18600.0,34.0,796.29
2007,19425.35,21050.0,48.0,7.75
2008,20997.1,22350.0,3.0,7.48
2009,18972.1,17650.0,8.0,1303.42
2010,18857.25,18950.0,63.00000000000001,412.3
2011,21255.05,20800.0,0.0,448.27
2012,20855.1,22150.0,2.0,7.46
2013,20901.15,22350.0,48.99999999999999,8.24
2014,18856.85,18550.0,22.0,444.83
2015,19436.1,25000.0,449.0,68.1
2016,19523.55,20500.0,7.0,8.18
2017,21349.4,21700.0,20.0,175.56
2018,20103.1,19050.0,0.0,1028.41
2019,19365.25,19000.0,224.0,1415.54
2020,19664.7,20100.0,30.0,99.06
2021,20070.0,18850.0,15.0,1230.31
2022,19664.7,21150.0,30.0,7.62
2023,19122.15,21100.0,36.0,6.74
2024,19564.5,20200.0,6.0,9.1
2025,19745.0,21050.0,6.0,7.16
2026,20192.35,20750.0,27.0,64.32
2027,19133.25,20350.0,28.0,8.13
2028,19811.35,21050.0,15.0,7.84
2029,19545.75,18300.0,56.0,1390.4
2030,20997.1,18900.0,44.99999999999999,2244.36
2031,19386.7,20650.0,0.0,7.46
2032,18691.2,19000.0,31.0,139.28
2033,20901.15,20200.0,0.0,673.64
2034,19646.05,20100.0,13.0,34.82
2035,19778.3,17800.0,1.0,1896.07
2036,19751.05,20500.0,13.0,9.01
2037,19711.45,17000.0,163.99999999999997,3149.07
2038,19802.0,21300.0,0.0,7.01
2039,19393.6,18300.0,10.0,1055.0
2040,21654.75,22250.0,15.0,103.04
2041,19331.8,17000.0,538.0,3812.34
2042,19672.35,19450.0,10.0,276.74
2043,19680.6,17100.0,2.0,2507.55
2044,18989.15,19750.0,22.0,9.15
2045,19694.0,17400.0,10.0,2290.13
2046,19444.0,20650.0,15.0,7.96
2047,19802.0,19000.0,14.0,847.04
2048,19386.7,19450.0,0.0,81.09
2049,18989.15,14000.0,56.99999999999999,5109.29
2050,19443.55,19350.0,10.0,211.7
2051,21349.4,17500.0,34.0,3906.93
2052,19996.35,19100.0,44.99999999999999,1058.24
2053,19497.3,20300.0,56.0,108.98
2054,19395.3,18800.0,0.0,575.04
2055,19794.0,21150.0,7.0,7.31
2056,19393.6,20850.0,17.0,7.39
2057,21778.7,18200.0,0.0,3491.87
2058,19753.8,19400.0,59.00000000000001,676.2
2059,19624.7,19600.0,21.0,229.22
2060,19570.85,20000.0,2.0,9.55
2061,19778.3,21250.0,15.0,7.26
2062,19443.5,18950.0,15.0,540.26
2063,21453.1,25000.0,100.0,7.38
2064,19671.1,11000.0,71.0,8642.05
2065,21441.35,21000.0,16.0,644.6
2066,19122.15,20600.0,15.0,7.31
2067,20906.4,18500.0,16.0,2423.09
2068,18755.9,19200.0,1.0,9.64
2069,19802.0,19250.0,7.0,574.07
2070,19794.0,18250.0,0.0,1464.43
2071,19413.75,20850.0,14.0,7.35
2072,19413.75,20450.0,7.0,8.17
2073,19753.8,21000.0,87.0,124.74
2074,18989.15,21650.0,29.0,6.74
2075,19727.05,19850.0,48.99999999999999,303.81
2076,19439.4,18700.0,51.00000000000001,933.69
2077,20855.1,19100.0,23.0,1756.75
2078,19778.3,21000.0,519.0,1400.92
2079,19811.5,18100.0,9.0,1644.86
2080,19674.25,19000.0,97.0,1128.73
2081,19428.3,21500.0,20.0,6.74
2082,19753.8,21350.0,3.0,6.74
2083,19306.05,19500.0,31.0,170.0
2084,19428.3,20750.0,20.0,7.83
2085,19413.75,19400.0,14.0,182.85
2086,19497.3,15000.0,175.0,4753.81
2087,21654.75,21550.0,8.0,332.26
2088,20070.0,19850.0,22.0,370.02
2089,19542.65,19650.0,13.0,132.09
2090,19512.35,20800.0,10.0,7.45
2091,18989.15,20000.0,148.0,356.57
2092,19517.0,19000.0,146.0,1177.59
2093,19674.25,18400.0,6.0,1251.0
2094,19393.6,17000.0,38.0,2427.84
2095,19675.45,20950.0,15.0,7.62
2096,19765.2,18000.0,224.0,2549.57
2097,19389.0,19150.0,9.0,298.77
2098,19523.55,17600.0,0.0,1828.91
2099,20906.4,22150.0,9.0,7.84
2100,19443.5,13000.0,50.0,6446.3
2101,21349.4,19200.0,13.0,2159.86
2102,19523.55,18350.0,0.0,1087.39
2103,21778.7,17900.0,28.0,3880.36
2104,19523.55,19650.0,21.0,156.37
2105,19819.95,20850.0,13.0,8.41
2106,19381.65,20200.0,14.0,8.87
2107,19395.3,20850.0,48.99999999999999,8.16
2108,19711.45,20000.0,31.0,153.03
2109,19979.15,19700.0,70.0,694.01
2110,19711.45,17500.0,163.99999999999997,2700.92
2111,19745.0,16600.0,6.0,3105.52
2112,19564.5,18600.0,6.0,891.41
2113,19425.35,18750.0,6.0,649.38
2114,19396.45,18450.0,9.0,924.26
2115,20070.0,19050.0,15.0,1034.3
2116,19140.9,18000.0,423.0,2665.98
2117,18817.4,18900.0,23.0,195.71
2118,19425.35,20750.0,6.0,7.5
2119,19047.25,19550.0,27.0,54.94
2120,19398.5,19000.0,1.0,377.53
2121,19079.6,20700.0,2.0,6.74
2122,21255.05,18900.0,0.0,2229.89
2123,19996.35,18200.0,3.0,1721.31
2124,19497.3,19700.0,14.0,91.77
2125,19425.35,20650.0,76.0,81.36
2126,19731.75,18100.0,44.99999999999999,1777.07
2127,19331.8,17850.0,20.0,1454.65
2128,19611.05,21000.0,22.0,7.66
2129,18665.5,19000.0,97.0,442.35
2130,19811.35,20650.0,1.0,8.56
2131,19672.35,20900.0,66.0,73.26
2132,18856.85,20150.0,8.0,7.66
2133,19133.25,19150.0,28.0,231.72
2134,19381.65,18300.0,7.0,1054.74
2135,19731.8,20400.0,20.0,18.76
2136,19079.6,19200.0,9.0,98.0
2137,19543.1,18100.0,14.0,1405.82
2138,18856.85,19000.0,190.0,925.11
2139,19435.3,20700.0,55.00000000000001,8.51
2140,18857.25,20050.0,14.0,7.96
2141,20926.35,20400.0,15.0,622.31
2142,19659.9,20100.0,21.0,75.71
2143,19778.3,19100.0,64.0,968.27
2144,19794.7,15000.0,34.0,4853.79
2145,18665.5,17500.0,13.0,1209.95
2146,19528.8,19500.0,24.0,244.53
2147,19646.05,17800.0,6.0,1774.66
2148,19425.35,18750.0,20.0,731.5
2149,19731.75,19000.0,17.0,787.31
2150,20267.9,20000.0,118.00000000000001,952.82
2151,19398.5,18700.0,8.0,689.55
2152,19574.9,18300.0,9.0,1253.09
2153,19996.35,20150.0,17.0,127.94
2154,19310.15,20000.0,27.0,32.68
2155,19406.7,19400.0,30.0,275.29
2156,19322.55,19300.0,87.0,584.89
2157,21418.65,22700.0,38.0,8.34
2158,19659.9,20550.0,7.0,8.41
2159,19545.75,19050.0,0.0,436.3
2160,19497.3,18450.0,21.0,1072.5
2161,19996.35,18200.0,17.0,1773.72
2162,19543.1,19600.0,7.0,114.29
2163,19680.6,19400.0,65.0,680.88
2164,18716.15,18000.0,16.0,760.34
2165,20969.4,20900.0,27.0,371.7
2166,19811.35,19550.0,1.0,262.68
2167,19434.55,19250.0,24.0,353.98
2168,20906.4,21150.0,2.0,83.88
2169,19306.05,19450.0,24.0,156.99
2170,19365.25,18850.0,42.0,711.27
2171,21654.75,21350.0,64.0,840.38
2172,20096.6,19850.0,29.0,450.63
2173,19517.0,19200.0,27.0,429.96
2174,19443.55,19300.0,24.0,329.02
2175,19901.4,17500.0,99.0,2719.48
2176,21441.35,22550.0,16.0,8.52
2177,21778.7,21800.0,35.0,432.96
2178,20686.8,19650.0,10.0,964.21
2179,19517.0,19200.0,6.0,296.22
2180,19659.9,19150.0,0.0,442.82
2181,21182.7,20750.0,21.0,575.74
2182,19425.35,18900.0,48.0,761.55
2183,19653.5,19650.0,55.00000000000001,397.61
2184,19745.0,19300.0,20.0,492.59
2185,19833.15,17500.0,8.0,2272.06
2186,19783.4,21000.0,219.0,546.34
2187,20686.8,19900.0,3.0,713.72
2188,19711.45,19100.0,24.0,672.86
2189,20969.4,18000.0,111.0,3314.61
2190,19659.9,20700.0,0.0,7.89
2191,19528.75,20100.0,23.0,39.75
2192,19389.0,18500.0,9.0,867.31
2193,19381.65,20000.0,56.0,167.39
2194,19564.5,19550.0,48.0,358.24
2195,19694.0,25000.0,38.0,7.2
2196,19671.1,19550.0,22.0,277.5
2197,19281.75,19500.0,66.0,357.06
2198,19079.6,20450.0,86.00000000000001,72.6
2199,19689.85,21200.0,23.0,7.21
2200,19996.35,17000.0,17.0,2952.38
2201,18826.0,17000.0,40.99999999999999,1877.99
2202,19465.0,18950.0,15.0,552.41
2203,19342.65,20900.0,37.0,7.59
2204,19306.05,19800.0,3.0,9.42
2205,20969.4,21300.0,83.0,484.75
2206,19347.45,20100.0,1.0,8.85
2207,19993.2,19800.0,44.0,477.86
2208,19674.25,20000.0,279.0,1193.35
2209,21731.4,23050.0,34.0,12.19
2210,19439.4,20000.0,170.0,603.67
2211,19434.55,19750.0,3.0,24.6
2212,19545.75,19050.0,56.0,736.92
2213,19342.65,21500.0,2.0,6.74
2214,18857.25,19500.0,63.00000000000001,173.17
2215,19646.05,21000.0,243.99999999999997,577.86
2216,19512.35,18500.0,17.0,988.77
2217,19833.15,17500.0,71.0,2507.62
2218,19386.7,21150.0,14.0,6.74
2219,19439.4,20100.0,16.0,9.34
2220,19783.4,20350.0,16.0,26.51
2221,21349.4,22000.0,13.0,71.21
2222,19543.1,18600.0,0.0,883.24
2223,19778.3,18500.0,64.0,1495.28
2224,19802.0,20000.0,0.0,59.92
2225,19979.15,19900.0,21.0,262.46
2226,18856.85,18700.0,71.0,604.98
2227,19393.6,21050.0,10.0,6.75
2228,19765.2,19700.0,28.0,303.49
2229,19413.75,18200.0,48.99999999999999,1363.0
2230,19819.95,19000.0,48.0,1019.24
2231,19694.0,20650.0,3.0,8.34
2232,21453.1,21600.0,72.0,545.8
2233,21150.15,22500.0,22.0,7.7
2234,20926.35,21950.0,22.0,8.72
2235,19347.45,19000.0,56.99999999999999,672.54
2236,21150.15,22400.0,1.0,7.47
2237,18755.9,18950.0,8.0,80.09
2238,19413.75,19400.0,77.0,531.88
2239,19230.6,20100.0,20.0,8.91
2240,19727.05,19950.0,0.0,41.61
2241,19365.25,20900.0,42.0,7.78
2242,19765.2,20600.0,7.0,8.62
2243,19672.35,19450.0,3.0,233.44
2244,19638.3,20050.0,13.0,29.85
2245,19545.75,20600.0,0.0,7.9
2246,18857.25,19350.0,0.0,9.46
2247,19646.05,20500.0,62.0,132.62
2248,19675.45,20000.0,407.0,1577.38
2249,18755.45,19300.0,17.0,33.01
2250,19265.8,20050.0,6.0,8.76
2251,18688.1,20000.0,287.0,655.25
2252,20937.7,19000.0,1.0,1928.05
2253,19733.55,19300.0,2.0,378.85
2254,19675.45,21400.0,15.0,6.74
2255,19624.7,19100.0,70.0,863.08
2256,19751.05,21150.0,34.0,7.88
2257,19384.3,20900.0,22.0,7.36
2258,19689.85,21150.0,16.0,7.17
2259,19230.6,17000.0,55.00000000000001,2324.33
2260,21349.4,20100.0,6.0,1257.61
2261,19355.9,19000.0,31.0,510.75
2262,19512.35,20650.0,31.0,8.32
2263,21456.65,21700.0,20.0,215.09
2264,19811.5,19700.0,9.0,201.09
2265,20937.7,18800.0,22.0,2164.09
2266,19281.75,20800.0,17.0,7.02
2267,19347.45,20900.0,29.0,7.43
2268,19386.7,19100.0,63.00000000000001,654.12
2269,19523.55,20500.0,63.00000000000001,89.74
2270,19794.0,23000.0,77.0,6.96
2271,19512.35,15000.0,80.0,4657.51
2272,19386.7,19900.0,0.0,9.39
2273,21654.75,22950.0,36.0,29.23
2274,19265.8,19800.0,27.0,66.02
2275,19733.55,20500.0,30.0,29.2
2276,19749.25,20900.0,9.0,7.92
2277,20686.8,21300.0,10.0,17.79
2278,19331.8,19650.0,20.0,96.77
2279,19833.15,21050.0,1.0,7.68
2280,20070.0,15000.0,15.0,5059.46
2281,19347.45,20300.0,15.0,8.6
2282,19436.1,18200.0,22.0,1262.26
2283,18826.0,18200.0,76.0,934.9
2284,19428.3,19900.0,48.0,169.04
2285,19355.9,18850.0,3.0,471.21
2286,19140.9,21450.0,31.0,6.74
2287,19406.7,24000.0,51.00000000000001,7.09
2288,21654.75,22200.0,1.0,51.32
2289,19365.25,19450.0,42.0,299.64
2290,18857.25,19550.0,21.0,21.01
2291,20103.1,19600.0,0.0,500.08
2292,19819.95,20500.0,6.0,9.12
2293,19753.8,21300.0,17.0,7.14
2294,19265.8,20100.0,6.0,8.64
2295,19675.45,18000.0,71.0,1842.76
2296,19140.9,18350.0,3.0,728.88
2297,21654.75,18300.0,29.0,3408.1
2298,19444.0,19150.0,8.0,325.82
2299,18817.4,17550.0,9.0,1233.89
2300,19675.45,18800.0,43.00000000000001,970.2
2301,21456.65,21200.0,40.99999999999999,629.65
2302,19411.75,19950.0,10.0,9.51
2303,19675.45,19900.0,43.00000000000001,219.48
2304,19413.75,18800.0,48.99999999999999,815.81
2305,19901.4,19950.0,29.0,258.82
2306,21778.7,23150.0,21.0,8.03
2307,19133.25,19050.0,0.0,139.56
2308,19528.8,20100.0,52.0,134.84
2309,19384.3,19300.0,78.0,590.41
2310,19671.1,19250.0,8.0,404.42
2311,21182.7,21700.0,28.0,126.43
2312,19310.15,19900.0,69.0,209.96
2313,19542.65,20900.0,13.0,7.52
2314,21349.4,18000.0,370.0,4434.5
2315,19611.05,21450.0,22.0,6.74
2316,19306.05,20650.0,3.0,7.32
2317,18857.25,21100.0,35.0,6.74
2318,19680.6,19200.0,16.0,529.66
2319,19675.45,19950.0,29.0,129.31
2320,19140.9,20250.0,24.0,8.25
2321,19253.8,18050.0,0.0,1172.38
2322,18856.85,18000.0,8.0,873.21
2323,19674.25,19200.0,69.0,838.69
2324,21255.05,21650.0,35.0,199.23
2325,19331.8,20100.0,6.0,8.74
2326,19901.4,15000.0,8.0,4944.47
2327,19711.45,19800.0,24.0,202.27
2328,19395.3,19900.0,7.0,9.54
2329,19189.05,17500.0,27.0,1691.41
2330,19389.0,18700.0,86.00000000000001,1053.2
2331,19465.0,19900.0,43.00000000000001,146.45
2332,18856.85,20200.0,71.0,45.14
2333,19133.25,19200.0,56.0,345.23
2334,19389.0,18050.0,23.0,1356.31
2335,21150.15,19000.0,99.0,2548.3
2336,18856.85,19250.0,15.0,57.88
2337,19745.0,20200.0,69.0,282.88
2338,19833.15,19850.0,1.0,94.74
2339,19342.65,20500.0,2.0,7.84
2340,19406.7,20850.0,9.0,7.21
2341,19443.5,20550.0,1.0,8.03
2342,19794.0,19850.0,0.0,84.73
2343,19439.4,19900.0,16.0,44.7
2344,20855.1,22000.0,51.00000000000001,61.45
2345,20997.1,21800.0,17.0,15.02
2346,19646.05,18700.0,6.0,886.83
2347,19413.75,19750.0,14.0,58.34
2348,19811.5,20800.0,2.0,8.2
2349,19993.2,20650.0,16.0,9.3
2350,19611.05,18000.0,50.0,1769.95
2351,20997.1,21500.0,80.0,397.59
2352,21778.7,18350.0,28.0,3457.67
2353,19731.75,21550.0,44.99999999999999,7.17
2354,19742.35,15000.0,97.99999999999999,4964.58
2355,21456.65,22400.0,76.0,232.86
2356,19281.75,17000.0,66.0,2455.19
2357,19331.8,20350.0,13.0,8.28
2358,19996.35,20950.0,3.0,8.34
2359,21654.75,20550.0,8.0,1138.11
2360,20906.4,20200.0,44.0,956.9
2361,19523.55,19300.0,21.0,343.34
2362,21453.1,21550.0,16.0,251.07
2363,19749.25,20600.0,72.0,162.58
2364,19322.55,21000.0,542.0,1132.73
2365,19444.0,19350.0,36.0,355.31
2366,19680.6,20750.0,65.0,102.2
2367,19675.45,20850.0,43.00000000000001,8.5
2368,18688.1,17250.0,0.0,1397.21
2369,19425.35,18600.0,6.0,793.05
2370,19140.9,19150.0,17.0,194.1
2371,19545.75,20700.0,21.0,8.08
2372,19512.35,19400.0,10.0,207.34
2373,19406.7,20500.0,23.0,8.38
2374,20997.1,18000.0,44.99999999999999,3099.98
2375,19996.35,20300.0,17.0,81.86
2376,19742.35,20400.0,70.0,196.13
2377,21778.7,22050.0,63.00000000000001,480.35
2378,19444.0,20000.0,218.0,783.05
2379,20192.35,21200.0,34.0,8.89
2380,19993.2,19450.0,16.0,579.34
2381,19671.1,21200.0,8.0,6.84
2382,19079.6,20150.0,58.0,48.83
2383,21255.05,22000.0,7.0,8.84
2384,19444.0,18100.0,15.0,1343.04
2385,19386.7,19700.0,21.0,91.3
2386,19689.85,19150.0,79.0,873.93
2387,19411.75,18950.0,52.0,725.02
2388,19901.4,19450.0,1.0,422.86
2389,19436.1,19750.0,85.0,393.9
2390,18691.2,18750.0,10.0,143.16
2391,21731.4,19500.0,13.0,2234.62
2392,19265.8,20250.0,34.0,8.87
2393,19611.05,19750.0,22.0,167.19
2394,18817.4,19500.0,65.0,154.15
2395,19993.2,18450.0,16.0,1545.39
2396,21255.05,21750.0,35.0,175.36
2397,21441.35,21500.0,16.0,307.36
2398,19749.25,14000.0,72.0,5856.14
2399,19398.5,19500.0,85.0,502.94
2400,19425.35,19100.0,13.0,396.86
2401,19265.8,19250.0,20.0,227.91
2402,19310.15,20650.0,13.0,7.59
2403,19395.3,19700.0,21.0,102.51
2404,19833.15,19600.0,43.00000000000001,508.05
2405,19672.35,18850.0,3.0,754.94
2406,19133.25,21450.0,28.0,6.74
2407,19443.5,17400.0,22.0,2029.53
2408,18817.4,19800.0,9.0,8.43
2409,19742.35,20650.0,14.0,8.6
2410,19265.8,18400.0,34.0,982.83
2411,19742.35,20050.0,21.0,110.15
2412,19632.55,18850.0,22.0,828.84
2413,19783.4,19400.0,65.0,759.87
2414,19680.6,20200.0,16.0,39.44
2415,18755.45,17850.0,3.0,891.02
2416,19646.05,19850.0,62.0,357.82
2417,19365.25,19200.0,42.0,450.32
2418,19675.45,21250.0,43.00000000000001,7.55
2419,19611.05,18500.0,8.0,1101.62
2420,18716.15,20000.0,107.0,154.04
2421,19079.6,18100.0,30.0,1033.96
2422,21349.4,19450.0,6.0,1890.59
2423,19694.0,21150.0,38.0,7.92
2424,19253.8,17800.0,28.0,1540.54
2425,18688.1,17500.0,42.0,1320.68
2426,19671.1,19850.0,71.0,387.36
2427,19570.85,18500.0,142.0,1646.75
2428,19396.45,20900.0,37.0,7.75
2429,20070.0,16000.0,105.99999999999999,4276.89
