,y_test,y_pred
0,4067.8,4163.347174954415
1,946.6,826.7220470033586
2,33.65,30.322878315299754
3,305.0,350.23725415449593
4,0.05,143.25541761666537
5,73.15,104.85810802485794
6,230.75,178.19132292997094
7,980.75,964.7045011173934
8,1.9500000000000002,-84.50809706319124
9,387.1499999999999,378.04572177995
10,20.85,-33.4940429802984
11,36.35,245.12504504919053
12,121.3,123.44215007107705
13,594.15,585.3640064058826
14,225.24999999999997,319.0944177715108
15,1640.0,1456.154980131984
16,1360.0,1242.1138502690942
17,0.05,-108.04099602960052
18,82.05,168.89059762116523
19,11.1,-40.77070819679648
20,299.75,183.29675897145646
21,8.6,-52.811597534641635
22,1341.15,1163.0863857619465
23,226.1,257.5559804866091
24,871.75,816.0308316588403
25,270.55,294.515867475234
26,1580.1,1385.6308185800913
27,1473.35,1311.9270834054798
28,1.1,-51.463687923550616
29,2099.95,2031.987392445654
30,738.65,726.7703422695399
31,422.4,423.64100514054303
32,507.7,521.9388171751052
33,7.0,96.13660979978741
34,53.4,51.94154018145055
35,1080.2,967.6041260920466
36,3.5,356.1581288525835
37,242.5,356.44274331144993
38,15.65,56.1068545550108
39,756.7,723.5369745928795
40,779.75,690.1547058593483
41,361.9,322.1242149466649
42,945.3,854.1448598805815
43,213.2,314.5356265551411
44,2.1,-111.17912627402694
45,4.0,-70.2971744094044
46,0.1,227.79285180345178
47,1450.4,1305.7631944607945
48,5.4,-63.42870882526041
49,196.8,336.82387147974225
50,9.35,-28.383411813341084
51,2189.2,2072.1030142925683
52,388.4,436.37384598273786
53,3.35,-75.7241004984826
54,48.8,10.270674206502736
55,725.0,660.7123418666423
56,3.05,-56.132282527722424
57,385.95,402.9117879636586
58,1429.6499999999999,1346.2683134883646
59,1338.8499999999997,1253.6596539516004
60,113.1,182.09619488129394
61,297.25,334.5120994575322
62,16.2,81.11109147202224
63,3200.0,3297.5637140557174
64,84.05,169.2045400336385
65,6.2,-61.70290774777533
66,20.9,26.46197869013995
67,319.15,306.2135648639873
68,173.9,151.62627427875998
69,79.25,88.21739578153938
70,67.65,118.7225844245404
71,8.35,71.86674797777087
72,23.9,6.857025873847307
73,47.4,13.597318890690806
74,3.6999999999999997,-79.71297664847226
75,7.15,-44.018700641766195
76,166.85,150.28440277576448
77,1653.0,1528.742292644829
78,1.55,-86.02468161601574
79,21.25,9.938029342330994
80,284.25,341.78025643080474
81,2.7500000000000004,-72.89638390205802
82,17.15,-48.8671054000035
83,560.25,547.0531515436247
84,1.1,-79.66247610803694
85,21.950000000000003,133.14284122847022
86,160.0,232.37836360856892
87,14.4,-32.219531670212746
88,352.85,448.7074659377337
89,1.9500000000000002,-81.74860324654729
90,0.75,-95.77540281191469
91,194.2,253.03724074698985
92,3.35,-58.816417618654675
93,8.9,-36.38108202833683
94,397.05,423.02327531557535
95,2.0,-71.68084216713906
96,11.65,107.60074218902737
97,2183.65,1990.1113092124465
98,181.75,222.66755665969106
99,1.1,-89.107096590288
100,451.2,505.976019795239
101,1883.2500000000002,1756.9156537137928
102,119.15,167.15883685257288
103,94.6,72.08478641360999
104,1955.0,1809.3322348400952
105,5.55,-46.703384651616226
106,4.65,-100.7133597707376
107,113.59999999999998,222.15616027079525
108,693.15,685.6620397683233
109,656.5,668.29996965006
110,2.0,-112.32158337589355
111,1000.05,1071.713813211024
112,2057.75,1909.6313268318775
113,2.05,-91.54629621841015
114,38.05,87.40566232763231
115,3530.0,3295.999138306082
116,843.8999999999999,802.1736088305712
117,1591.9,1402.0069519050421
118,1.05,31.31940140202642
119,0.75,-129.0478485533968
120,5.25,273.1388867668808
121,65.9,82.18089523427189
122,175.19999999999996,229.48026776518674
123,211.0,196.64631021777168
124,31.200000000000003,151.22615159619602
125,565.6,584.7999530093745
126,148.4,123.91708256043495
127,4.2,-60.898584699258215
128,16.65,20.97474993709475
129,2973.0500000000006,2880.8442327618604
130,38.4,49.84847313947976
131,1.05,-113.32390931975098
132,1215.0,1078.9164135821165
133,1.4,-86.52980464585127
134,19.2,8.116167454235256
135,16.45,-19.870777236483992
136,1294.45,1197.252275459096
137,136.3,156.51514220293612
138,3.35,-91.72865492459388
139,0.5,-109.84050907604397
140,86.15,78.84389950763435
141,14.199999999999998,-4.00968669038266
142,1.35,-52.69820656962693
143,809.3,823.4257104851306
144,1031.7,934.923062067479
145,50.95,176.80310698691756
146,0.45,-54.067445601522934
147,193.35,245.73081628344954
148,37.05,38.17845694757998
149,202.00000000000003,263.7983648365364
150,1290.0,1086.7094938747587
151,428.3999999999999,463.5218857331202
152,1328.75,1203.7828422408552
153,5.8999999999999995,-58.68197169229389
154,44.10000000000001,143.50572464317085
155,2107.55,1936.689422296733
156,2520.0,2385.1859765745703
157,154.5,220.76714055361228
158,299.6,340.83658639416103
159,4.35,-63.63055415302516
160,46.7,60.666567170992494
161,1518.45,1367.7024993896487
162,6.25,-66.26999156065285
163,478.30000000000007,515.3415175363422
164,14.749999999999998,-55.47718700785191
165,219.55,162.30262960400432
166,13.45,-18.124822993017734
167,4.2,-103.25638349130752
168,5200.0,4511.991927741468
169,1604.9999999999998,1394.8601844295863
170,27.950000000000003,-57.024158143624675
171,216.0,283.5336270830594
172,194.2,316.0527796311304
173,6.6,28.881809322163466
174,136.7,212.11455125696958
175,2.15,-47.98013084586711
176,496.65000000000003,486.37949680518363
177,0.05,-43.69997479300947
178,324.05,367.60849906038493
179,12.350000000000001,70.23069514334202
180,902.0,879.9841200970114
181,994.6499999999999,870.4424978002907
182,4.25,-7.853020910173655
183,2189.6,2183.078265567124
184,83.70000000000002,133.39028603490442
185,1868.1000000000001,1731.191117551178
186,6.450000000000001,-88.75116188060494
187,25.850000000000005,25.901061973161998
188,198.3,289.08521657921375
189,2222.85,1992.5491365432742
190,181.55,272.3094114693813
191,20.0,-63.59906973224134
192,1190.2,1145.9416875351221
193,680.7500000000001,708.4432726938278
194,22.2,-8.874559016153217
195,75.05,146.36331811212003
196,639.1,654.6651374004782
197,1.15,-96.03657059129328
198,498.75,467.9923598164693
199,2778.3499999999995,2602.976771564782
200,404.55,363.4632202273235
201,117.65,190.3241169780493
202,21.85,74.52237849347294
203,84.15,209.37468129163608
204,124.3,219.52613290175796
205,256.85,215.26411077743398
206,1.2,-107.4154637143016
207,1555.6500000000003,1450.8172925755384
