,S,K,T,GRU_price
7555,19381.65,20950.0,7.0,2.43
7556,19428.3,20000.0,6.0,2.43
7557,19253.8,20000.0,119.0,292.74
7558,19889.7,20300.0,2.0,2.43
7559,19711.45,18000.0,17.0,1683.12
7560,19517.0,21350.0,20.0,2.43
7561,19140.9,18600.0,10.0,502.29
7562,19512.35,19700.0,31.0,153.54
7563,19523.55,18200.0,7.0,1320.89
7564,19570.85,23000.0,142.0,2.51
7565,19281.75,17500.0,66.0,2062.33
7566,19439.4,19250.0,16.0,264.98
7567,19528.8,19750.0,24.0,89.05
7568,18716.15,17600.0,44.0,1230.11
7569,19632.55,18750.0,22.0,882.13
7570,21349.4,21450.0,40.99999999999999,385.41
7571,18972.1,20300.0,29.0,2.43
7572,19384.3,20150.0,22.0,2.43
7573,21778.7,19800.0,7.0,1988.21
7574,19528.75,19050.0,9.0,442.84
7575,19396.45,20600.0,16.0,2.43
7576,19597.3,19400.0,3.0,197.17
7577,18771.25,18650.0,14.0,221.48
7578,19889.7,19900.0,9.0,130.02
7579,19742.35,19600.0,28.0,331.19
7580,19306.05,19200.0,59.00000000000001,442.28
7581,19727.05,18950.0,21.0,770.45
7582,19497.3,16000.0,539.0,4806.42
7583,19523.55,18400.0,14.0,1126.99
7584,19542.65,19750.0,20.0,77.64
7585,18857.25,20900.0,0.0,2.43
7586,18771.25,18700.0,28.0,273.12
7587,19659.9,20500.0,63.00000000000001,115.92
7588,19778.3,19700.0,22.0,260.07
7589,20070.0,20400.0,22.0,68.26
7590,19611.05,20650.0,15.0,2.43
7591,19434.55,20500.0,73.0,78.89
7592,18816.7,14000.0,100.0,5135.55
7593,19306.05,18500.0,10.0,764.09
7594,19646.05,17500.0,62.0,2355.63
7595,19731.8,17000.0,405.00000000000006,4072.73
7596,19632.55,21500.0,8.0,2.43
7597,19674.55,21200.0,66.0,2.43
7598,21418.65,21900.0,17.0,80.57
7599,19664.7,18900.0,30.0,813.04
7600,19443.55,18000.0,136.0,2000.19
7601,19597.3,20700.0,3.0,2.43
7602,20969.4,21800.0,6.0,2.43
7603,19811.85,20050.0,64.0,326.5
7604,21441.35,18400.0,30.0,3171.69
7605,21654.75,21600.0,36.0,451.37
7606,19439.4,17800.0,16.0,1625.24
7607,21731.4,23300.0,20.0,2.43
7608,19528.75,20150.0,9.0,2.43
7609,21456.65,20550.0,13.0,950.2
7610,20133.15,18800.0,28.0,1415.62
7611,19413.75,20800.0,21.0,2.43
7612,19811.5,20750.0,44.0,19.79
7613,19331.8,20200.0,83.0,143.04
7614,19434.55,18350.0,44.99999999999999,1201.08
7615,21453.1,19500.0,2.0,1915.8
7616,18817.4,18050.0,30.0,831.27
7617,19047.25,19350.0,27.0,85.85
7618,19047.25,20250.0,20.0,2.43
7619,19672.35,19200.0,66.0,819.71
7620,19395.3,19000.0,7.0,360.07
7621,18691.2,20000.0,185.0,278.16
7622,19689.85,20900.0,2.0,2.43
7623,19901.4,20400.0,71.0,233.91
7624,19765.2,20800.0,0.0,2.43
7625,19694.0,18100.0,38.0,1714.55
7626,19355.9,20300.0,52.0,49.38
7627,19597.3,19700.0,17.0,116.28
7628,21453.1,22400.0,16.0,2.43
7629,19638.3,21350.0,6.0,2.43
7630,20901.15,19150.0,0.0,1719.35
7631,19624.7,21150.0,70.0,2.43
7632,19306.05,18850.0,59.00000000000001,708.17
7633,20133.3,20200.0,73.0,455.98
7634,19545.75,18900.0,21.0,638.36
7635,18755.9,18350.0,1.0,352.64
7636,19526.55,20200.0,85.0,226.47
7637,19265.8,18700.0,34.0,663.25
7638,19523.55,23000.0,455.0,301.15
7639,19443.5,18700.0,8.0,665.57
7640,20901.15,19550.0,21.0,1424.02
7641,21778.7,21950.0,0.0,70.61
7642,18665.5,19600.0,6.0,2.43
7643,20906.4,20550.0,9.0,411.97
7644,18989.15,20400.0,15.0,2.43
7645,19680.6,17600.0,37.0,2183.49
7646,19435.3,18100.0,27.0,1374.81
7647,19794.0,19500.0,14.0,326.76
7648,18716.15,18250.0,9.0,436.29
7649,19574.9,18750.0,2.0,720.65
7650,18816.7,21000.0,191.0,138.63
7651,19659.9,20850.0,0.0,2.43
7652,19711.45,18850.0,3.0,757.56
7653,19833.15,21100.0,15.0,2.43
7654,19543.1,18450.0,0.0,1009.86
7655,18826.0,19400.0,27.0,36.47
7656,19526.55,19500.0,15.0,190.03
7657,21456.65,21800.0,6.0,59.71
7658,19731.75,20650.0,10.0,2.43
7659,20192.35,18750.0,13.0,1426.68
7660,19347.45,19550.0,29.0,112.52
7661,19570.85,19700.0,23.0,143.07
7662,21182.7,21800.0,42.0,119.44
7663,19753.8,19850.0,59.00000000000001,370.75
7664,21418.65,21000.0,10.0,507.54
7665,21654.75,21300.0,22.0,564.7
7666,19543.1,21450.0,21.0,2.43
7667,19047.25,19600.0,20.0,25.5
7668,18691.2,18800.0,31.0,186.56
7669,19497.3,17700.0,0.0,1710.04
7670,19428.3,20350.0,48.0,42.59
7671,18755.9,18300.0,1.0,400.04
7672,20267.9,21000.0,20.0,5.76
7673,19811.85,20850.0,64.0,69.55
7674,18857.25,21450.0,35.0,2.43
7675,19833.15,17000.0,8.0,2817.27
7676,19140.9,18000.0,241.0,2100.21
7677,19122.15,18200.0,36.0,1005.72
7678,19411.75,20650.0,10.0,2.43
7679,19512.35,19100.0,3.0,363.46
7680,19574.9,19850.0,23.0,75.68
7681,19528.75,19550.0,30.0,239.83
7682,18989.15,22000.0,421.00000000000006,351.52
7683,19689.85,18700.0,2.0,937.09
7684,20133.3,20350.0,3.0,39.04
7685,20997.1,21200.0,17.0,118.51
7686,19745.0,19300.0,6.0,447.36
7687,21441.35,22450.0,23.0,4.85
7688,19783.4,19000.0,219.0,1745.07
7689,21182.7,19650.0,7.0,1553.81
7690,19570.85,18750.0,23.0,839.52
7691,19674.25,18600.0,13.0,1057.28
7692,19819.95,20650.0,6.0,2.43
7693,19646.05,20700.0,6.0,2.43
7694,19742.35,19000.0,189.0,1597.4
7695,19783.4,20600.0,37.0,28.83
7696,19716.45,18000.0,274.0,2705.53
7697,19811.35,21000.0,8.0,2.43
7698,19664.7,19000.0,93.0,1043.43
7699,18816.7,20350.0,16.0,2.43
7700,21182.7,19100.0,14.0,2141.54
7701,19674.55,18300.0,31.0,1437.23
7702,18716.15,20250.0,9.0,2.43
7703,19347.45,19500.0,15.0,68.5
7704,19079.6,19700.0,86.00000000000001,208.99
7705,19434.55,20250.0,3.0,2.43
7706,18826.0,18300.0,6.0,487.93
7707,19189.05,18000.0,181.0,1851.43
7708,19638.3,20800.0,27.0,2.43
7709,18972.1,17200.0,8.0,1736.08
7710,20901.15,22300.0,7.0,2.43
7711,19281.75,19600.0,66.0,280.69
7712,19731.8,20750.0,6.0,2.43
7713,19638.3,25000.0,89.99999999999999,2.43
7714,19365.25,19350.0,42.0,323.78
7715,18771.25,18800.0,21.0,178.35
7716,19526.55,20100.0,1.0,2.43
7717,21150.15,19250.0,8.0,2021.12
7718,19811.5,21200.0,9.0,2.43
7719,19122.15,20050.0,64.0,66.74
7720,19122.15,20600.0,8.0,2.43
7721,19443.55,19250.0,17.0,271.95
7722,21182.7,20250.0,14.0,986.03
7723,18826.0,18300.0,20.0,548.44
7724,19342.65,20750.0,2.0,2.43
7725,20901.15,21000.0,7.0,113.25
7726,21731.4,21650.0,27.0,412.69
7727,19439.4,17000.0,79.0,2652.81
7728,20901.15,21000.0,0.0,81.28
7729,19749.25,19400.0,9.0,341.06
7730,19694.0,20300.0,10.0,2.43
7731,19674.25,20100.0,34.0,84.74
7732,20103.1,20200.0,42.0,267.47
7733,20192.35,20800.0,76.0,182.54
7734,19597.3,20800.0,3.0,2.43
7735,18691.2,16800.0,3.0,1880.49
7736,19765.2,20700.0,21.0,2.43
7737,19425.35,21300.0,48.0,2.43
7738,19811.85,18300.0,8.0,1487.11
7739,19979.15,19000.0,70.0,1229.39
7740,19659.9,20950.0,14.0,2.43
7741,19638.3,19400.0,89.99999999999999,720.19
7742,19574.9,18850.0,9.0,651.77
7743,20686.8,20000.0,24.0,805.41
7744,19517.0,19800.0,6.0,33.91
7745,19745.0,20400.0,13.0,6.22
7746,19674.25,19100.0,20.0,600.63
7747,19570.85,20100.0,23.0,41.88
7748,21182.7,19000.0,7.0,2218.41
7749,19675.45,18900.0,15.0,772.57
7750,19811.85,20150.0,15.0,44.89
7751,18972.1,18450.0,15.0,502.7
7752,21441.35,20500.0,16.0,997.03
7753,19671.1,17000.0,71.0,2939.91
7754,20997.1,22300.0,10.0,2.43
7755,19646.05,20300.0,6.0,2.43
7756,21255.05,21750.0,70.0,345.54
7757,20686.8,21000.0,388.0,1657.62
7758,19310.15,19100.0,20.0,300.57
7759,19611.05,19700.0,85.0,465.75
7760,19745.0,19850.0,27.0,224.18
7761,19742.35,18900.0,14.0,829.16
7762,19265.8,18400.0,6.0,786.71
7763,19597.3,19350.0,24.0,362.03
7764,18816.7,19750.0,9.0,2.43
7765,20901.15,22000.0,203.0,613.48
7766,19079.6,20500.0,2.0,2.43
7767,19727.05,17950.0,14.0,1749.71
7768,20906.4,21800.0,44.0,78.42
7769,19672.35,20800.0,17.0,2.43
7770,19638.3,19750.0,34.0,203.95
7771,19306.05,19700.0,38.0,90.59
7772,20070.0,18450.0,1.0,1593.89
7773,19664.7,19950.0,37.0,119.26
7774,21778.7,18800.0,28.0,3078.11
7775,20103.1,21400.0,14.0,2.43
7776,19443.55,16000.0,44.99999999999999,3609.37
7777,19396.45,20000.0,128.0,409.03
7778,19189.05,18250.0,6.0,850.29
7779,20997.1,22350.0,44.99999999999999,5.08
7780,21453.1,21900.0,30.0,127.85
7781,19393.6,18450.0,10.0,887.07
7782,19749.25,20700.0,72.0,108.27
7783,21778.7,22600.0,7.0,2.43
7784,18688.1,20000.0,14.0,2.43
7785,19745.0,20050.0,6.0,48.2
7786,18857.25,19200.0,7.0,17.88
7787,19425.35,17700.0,20.0,1721.56
7788,20133.3,20500.0,24.0,74.62
7789,20901.15,20200.0,14.0,740.4
7790,19365.25,13000.0,42.0,6602.15
7791,19189.05,19100.0,20.0,221.59
7792,19731.8,20700.0,27.0,2.43
7793,19512.35,21400.0,3.0,2.43
7794,19979.15,16000.0,525.0,5228.08
7795,19727.05,20200.0,48.99999999999999,106.24
7796,21349.4,20750.0,6.0,626.62
7797,19731.8,21000.0,20.0,2.43
7798,19545.75,18000.0,21.0,1541.81
7799,19765.2,19000.0,70.0,1058.63
7800,18688.1,18450.0,14.0,295.13
7801,21778.7,22200.0,28.0,130.8
7802,19653.5,20900.0,27.0,2.43
7803,19751.05,20900.0,13.0,2.43
7804,19731.75,20000.0,17.0,58.68
7805,19727.05,20300.0,7.0,2.43
7806,20686.8,20700.0,87.0,640.75
7807,21731.4,22800.0,6.0,2.43
7808,20906.4,23000.0,380.0,749.87
7809,21654.75,19450.0,1.0,2269.87
7810,21441.35,21450.0,2.0,149.72
7811,19425.35,21000.0,13.0,2.43
7812,19833.15,19900.0,22.0,166.92
7813,19497.3,19550.0,14.0,112.27
7814,19765.2,20600.0,70.0,120.87
7815,19398.5,18700.0,29.0,751.85
7816,19765.2,17800.0,14.0,1985.23
7817,19122.15,21150.0,8.0,2.43
7818,19672.35,19100.0,17.0,605.81
7819,19079.6,21350.0,30.0,2.43
7820,19355.9,20000.0,3.0,2.43
7821,19811.5,19650.0,44.0,403.49
7822,18972.1,18300.0,0.0,597.37
7823,19611.05,20200.0,1.0,2.43
7824,21418.65,20150.0,3.0,1234.0
7825,19624.7,20050.0,70.0,231.87
7826,19680.6,20200.0,9.0,2.66
7827,19672.35,20300.0,3.0,2.43
7828,19512.35,18850.0,10.0,603.76
7829,19411.75,20900.0,3.0,2.43
7830,21255.05,20000.0,97.99999999999999,1748.87
7831,19265.8,22000.0,125.0,2.43
7832,19189.05,18300.0,6.0,800.68
7833,20969.4,19200.0,6.0,1770.44
7834,19564.5,18800.0,13.0,717.61
7835,19811.85,19000.0,15.0,805.37
7836,18972.1,16600.0,0.0,2307.58
7837,20686.8,20200.0,87.0,1006.03
7838,19436.1,21350.0,15.0,2.43
7839,19749.25,18000.0,2.0,1683.53
7840,19624.7,19650.0,28.0,214.01
7841,19996.35,21300.0,17.0,2.43
7842,19189.05,18350.0,27.0,856.99
7843,19428.3,18700.0,6.0,665.83
7844,19413.75,20000.0,532.0,1712.63
7845,19428.3,19400.0,27.0,246.74
7846,19783.4,20150.0,2.0,2.43
7847,19624.7,19300.0,42.0,518.43
7848,19347.45,19650.0,8.0,22.43
7849,19731.8,20800.0,6.0,2.43
7850,19281.75,20800.0,31.0,2.43
7851,20267.9,18500.0,27.0,1833.14
7852,19564.5,19500.0,76.0,524.4
7853,19523.55,19000.0,455.0,2407.86
7854,19751.05,21600.0,48.0,2.43
7855,19435.3,21400.0,27.0,2.43
7856,19393.6,19100.0,38.0,476.67
7857,19406.7,19350.0,23.0,230.2
7858,19753.8,19700.0,59.00000000000001,448.51
7859,19347.45,20700.0,56.99999999999999,2.43
7860,18817.4,18450.0,16.0,402.5
7861,19365.25,18700.0,7.0,589.99
7862,20133.3,20300.0,31.0,179.04
7863,19674.55,20200.0,24.0,36.17
7864,19778.3,19800.0,1.0,65.74
7865,19047.25,19000.0,13.0,175.36
7866,19731.8,19800.0,20.0,165.08
7867,19545.75,18900.0,7.0,560.43
7868,21778.7,21500.0,0.0,319.2
7869,20997.1,21600.0,31.0,85.65
7870,19742.35,20950.0,7.0,2.43
7871,18716.15,19000.0,23.0,72.54
7872,19811.5,20700.0,23.0,2.43
7873,19624.7,19200.0,42.0,596.15
7874,19674.25,19900.0,13.0,60.97
7875,21731.4,20800.0,62.0,1273.77
7876,20937.7,16000.0,22.0,5082.65
7877,19342.65,18950.0,30.0,489.19
7878,19597.3,19100.0,10.0,466.45
7879,21255.05,21000.0,371.0,2037.53
7880,19996.35,20500.0,10.0,2.43
7881,19889.7,20150.0,58.0,284.21
7882,18665.5,22000.0,97.0,2.43
7883,21255.05,20000.0,7.0,1278.22
7884,21654.75,18600.0,29.0,3170.71
7885,19230.6,21200.0,55.00000000000001,2.43
7886,19794.0,19550.0,48.99999999999999,509.62
7887,19659.9,17550.0,0.0,2095.56
7888,19671.1,20350.0,8.0,2.43
7889,19674.25,24000.0,97.0,2.43
7890,19497.3,20050.0,56.0,115.03
7891,19765.2,21150.0,14.0,2.43
7892,20133.3,20050.0,38.0,356.0
7893,19265.8,19600.0,27.0,76.62
7894,19680.6,21250.0,9.0,2.43
7895,19413.75,19750.0,48.99999999999999,173.49
7896,18972.1,19000.0,92.0,512.88
7897,19386.7,21000.0,490.0,1039.33
7898,19406.7,21150.0,51.00000000000001,2.43
7899,18989.15,20050.0,22.0,2.43
7900,19465.0,21350.0,15.0,2.43
7901,19384.3,19900.0,1.0,2.43
7902,21456.65,22250.0,27.0,52.73
7903,19140.9,20250.0,17.0,2.43
7904,20133.15,21350.0,7.0,2.43
7905,21453.1,21200.0,2.0,301.86
7906,21418.65,21400.0,38.0,433.32
7907,19322.55,19450.0,24.0,129.59
7908,21731.4,21500.0,27.0,504.63
7909,19765.2,20000.0,42.0,208.15
7910,19543.1,19600.0,21.0,162.1
7911,19680.6,18500.0,156.0,1833.28
7912,19389.0,19900.0,86.00000000000001,271.08
7913,19497.3,17450.0,7.0,1977.37
7914,19386.7,17400.0,7.0,1996.19
7915,19306.05,18550.0,31.0,821.73
7916,19689.85,19100.0,16.0,584.09
7917,21441.35,25000.0,93.0,2.43
7918,19778.3,17800.0,36.0,2069.3
7919,19749.25,20500.0,9.0,2.43
7920,18816.7,18400.0,9.0,403.04
7921,19381.65,17850.0,7.0,1475.64
7922,19745.0,20650.0,13.0,2.43
7923,19133.25,19150.0,56.0,359.88
7924,21654.75,20200.0,64.0,1773.22
7925,19497.3,19500.0,7.0,94.52
7926,19428.3,17600.0,20.0,1830.34
7927,21731.4,22300.0,20.0,81.36
7928,19281.75,21000.0,157.0,154.32
7929,21654.75,20700.0,1.0,974.67
7930,19389.0,18650.0,16.0,722.59
7931,19646.05,19350.0,20.0,387.94
7932,19306.05,19750.0,10.0,6.71
7933,19731.75,21000.0,24.0,2.43
7934,19133.25,20500.0,0.0,2.43
7935,19811.85,21200.0,29.0,2.43
7936,19411.75,21300.0,24.0,2.43
7937,19523.55,21650.0,0.0,2.43
7938,21349.4,22400.0,34.0,38.03
7939,20926.35,19150.0,15.0,1785.23
7940,19122.15,19450.0,64.0,239.17
7941,19727.05,20050.0,7.0,20.59
7942,18771.25,19500.0,14.0,2.43
7943,18688.1,17900.0,42.0,930.07
7944,21453.1,22150.0,16.0,33.12
7945,19436.1,21200.0,22.0,2.43
7946,19765.2,19750.0,28.0,260.13
7947,19675.45,20350.0,15.0,2.43
7948,19140.9,20600.0,24.0,2.43
7949,18688.1,18800.0,21.0,134.54
7950,20192.35,21500.0,20.0,2.43
7951,19523.55,21700.0,21.0,2.43
7952,19672.35,18300.0,10.0,1370.1
7953,19624.7,21000.0,252.00000000000003,506.34
7954,18755.9,15000.0,197.0,4310.54
7955,19497.3,19750.0,84.0,389.87
7956,19395.3,17850.0,7.0,1520.63
7957,19765.2,18950.0,7.0,765.37
7958,21349.4,22100.0,34.0,90.57
7959,19133.25,16000.0,147.0,3597.73
7960,18755.45,20250.0,24.0,2.43
7961,19753.8,21050.0,3.0,2.43
7962,18856.85,20250.0,1.0,2.43
7963,19794.0,18000.0,0.0,1724.92
7964,19689.85,21200.0,9.0,2.43
7965,19365.25,19450.0,7.0,63.5
7966,19711.45,18200.0,10.0,1448.73
7967,19542.65,19250.0,13.0,308.47
7968,21418.65,21550.0,24.0,251.42
7969,19979.15,19700.0,28.0,408.29
7970,19253.8,20850.0,21.0,2.43
7971,19439.4,20150.0,16.0,2.43
7972,18771.25,17900.0,70.0,1140.75
7973,20096.6,19950.0,22.0,308.2
7974,21778.7,17900.0,0.0,3867.67
7975,18665.5,18400.0,34.0,432.19
7976,19993.2,18300.0,16.0,1707.98
7977,19384.3,18600.0,1.0,748.18
7978,21418.65,22400.0,24.0,14.29
7979,19281.75,20100.0,66.0,103.03
7980,19528.75,19600.0,23.0,169.43
7981,19322.55,19000.0,59.00000000000001,605.39
7982,21150.15,19000.0,1.0,2219.98
7983,19570.85,19200.0,2.0,303.72
7984,18826.0,19150.0,6.0,20.55
7985,20133.15,20000.0,56.0,508.49
7986,19711.45,20100.0,73.0,283.8
7987,19765.2,20750.0,14.0,2.43
7988,19079.6,19850.0,2.0,2.43
7989,18688.1,17200.0,14.0,1513.47
7990,19355.9,19100.0,52.0,536.87
7991,19465.0,20250.0,43.00000000000001,43.42
7992,19133.25,19500.0,84.0,316.08
7993,19047.25,19450.0,27.0,68.89
7994,19444.0,19000.0,218.0,1381.53
7995,20192.35,19350.0,6.0,781.5
7996,19765.2,21000.0,70.0,58.62
7997,18826.0,18600.0,13.0,280.9
7998,19570.85,20500.0,16.0,2.43
7999,20192.35,19500.0,40.99999999999999,808.76
8000,19624.7,19850.0,70.0,335.37
8001,21182.7,18500.0,0.0,2673.78
8002,20267.9,19550.0,27.0,787.09
8003,19425.35,19250.0,48.0,445.36
8004,19624.7,19700.0,21.0,143.42
8005,19672.35,20450.0,3.0,2.43
8006,18665.5,19950.0,13.0,2.43
8007,19675.45,18900.0,8.0,720.81
8008,19675.45,20050.0,43.00000000000001,131.55
8009,19435.3,19400.0,34.0,282.5
8010,19310.15,20300.0,69.0,81.38
8011,20096.6,20700.0,56.99999999999999,124.56
8012,19497.3,18300.0,7.0,1118.41
8013,19322.55,18800.0,24.0,558.77
8014,19765.2,20350.0,42.0,87.86
8015,21418.65,20900.0,24.0,694.25
8016,19833.15,20700.0,22.0,2.43
8017,19996.35,21300.0,31.0,2.43
8018,20906.4,21150.0,23.0,141.8
8019,18972.1,19900.0,29.0,2.43
8020,21182.7,17000.0,105.0,4565.51
8021,19434.55,18700.0,10.0,673.87
8022,20937.7,19900.0,15.0,1048.71
8023,19384.3,19200.0,15.0,258.04
8024,20096.6,20900.0,1.0,2.43
8025,19398.5,19950.0,8.0,2.43
8026,19384.3,19500.0,8.0,63.23
8027,21731.4,21150.0,13.0,674.8
8028,19389.0,19950.0,2.0,2.43
8029,19778.3,19350.0,36.0,590.98
8030,20901.15,22050.0,28.0,2.43
8031,20901.15,20500.0,84.0,939.81
8032,19528.75,21200.0,2.0,2.43
8033,19751.05,21200.0,6.0,2.43
8034,19680.6,21500.0,16.0,2.43
8035,19413.75,17400.0,0.0,1953.69
8036,19731.8,20100.0,27.0,84.98
8037,19140.9,19000.0,241.0,1282.55
8038,21778.7,22500.0,14.0,19.91
8039,19632.55,20000.0,22.0,58.53
8040,20133.3,20750.0,3.0,2.43
8041,19675.45,20500.0,29.0,4.06
8042,19436.1,18600.0,8.0,753.53
8043,19694.0,18950.0,3.0,672.5
8044,19570.85,19650.0,51.00000000000001,341.5
8045,19425.35,19350.0,27.0,261.07
8046,21182.7,22350.0,7.0,2.43
8047,19543.1,20950.0,0.0,2.43
8048,19306.05,20600.0,10.0,2.43
8049,21441.35,22150.0,9.0,3.68
8050,18755.9,19800.0,15.0,2.43
8051,20901.15,21700.0,28.0,48.34
8052,19306.05,19250.0,31.0,269.94
8053,18817.4,11000.0,2.0,7983.67
8054,20969.4,21050.0,13.0,164.04
8055,19122.15,20150.0,15.0,2.43
8056,19731.8,23000.0,132.0,2.47
8057,19133.25,19550.0,14.0,21.79
8058,20937.7,20300.0,1.0,608.12
8059,19425.35,20850.0,27.0,2.43
8060,19611.05,20300.0,29.0,21.42
8061,19664.7,20400.0,65.0,103.85
8062,19406.7,19900.0,51.00000000000001,113.79
8063,19230.6,24000.0,419.0,140.88
8064,19365.25,19100.0,7.0,253.71
8065,19694.0,18000.0,66.0,1949.09
8066,19671.1,21200.0,1.0,2.43
8067,18972.1,19850.0,8.0,2.43
8068,19753.8,20000.0,31.0,128.71
8069,18755.45,20000.0,73.0,52.18
8070,19347.45,20150.0,8.0,2.43
8071,19395.3,18700.0,21.0,707.81
8072,18972.1,18000.0,183.0,1671.1
8073,19574.9,19000.0,9.0,515.19
8074,19435.3,19350.0,20.0,233.75
8075,18856.85,19000.0,29.0,154.49
8076,19597.3,19950.0,24.0,72.99
8077,19347.45,19550.0,8.0,40.13
8078,20855.1,21100.0,51.00000000000001,322.27
8079,19543.1,21500.0,21.0,2.43
8080,20906.4,21600.0,16.0,15.46
8081,19545.75,19800.0,28.0,92.16
8082,19413.75,19300.0,28.0,293.41
8083,19716.45,20800.0,64.0,46.57
8084,19811.35,20850.0,8.0,2.43
8085,19659.9,20400.0,7.0,2.43
8086,19733.55,20150.0,30.0,81.97
8087,19794.0,20800.0,77.0,99.48
8088,19425.35,19850.0,6.0,2.43
8089,21182.7,19800.0,0.0,1352.7
8090,19122.15,20550.0,15.0,2.43
8091,19733.55,20400.0,2.0,2.43
8092,19434.55,21350.0,3.0,2.43
8093,19753.8,21250.0,10.0,2.43
8094,20267.9,20300.0,6.0,108.03
8095,19745.0,20050.0,13.0,72.28
8096,19528.75,20350.0,23.0,2.43
8097,19671.1,18800.0,1.0,837.93
8098,19716.45,21300.0,1.0,2.43
8099,19751.05,20000.0,6.0,34.02
8100,19436.1,20750.0,85.0,63.86
8101,19778.3,19300.0,1.0,391.96
8102,18665.5,19200.0,20.0,24.31
8103,21182.7,22150.0,0.0,2.43
8104,19674.25,17500.0,6.0,2183.13
8105,19436.1,21250.0,29.0,2.43
8106,19659.9,17700.0,7.0,2010.73
8107,19079.6,19350.0,23.0,79.35
8108,18665.5,17450.0,6.0,1199.41
8109,19901.4,20450.0,8.0,2.43
8110,19671.1,19100.0,15.0,564.57
8111,19398.5,19000.0,1086.0,3744.77
8112,19638.3,20450.0,27.0,2.43
8113,19749.25,20100.0,72.0,310.43
8114,19396.45,18900.0,2.0,399.74
8115,18755.45,19200.0,3.0,2.43
8116,18688.1,19750.0,7.0,2.43
8117,18972.1,19850.0,22.0,2.43
8118,19751.05,19650.0,13.0,195.82
8119,19253.8,19350.0,56.0,331.34
8120,19189.05,18600.0,13.0,544.23
8121,20997.1,20950.0,24.0,312.13
8122,19528.8,20450.0,10.0,2.43
8123,19079.6,19750.0,58.0,101.2
8124,21255.05,22350.0,0.0,2.43
8125,19434.55,18550.0,10.0,823.73
8126,19396.45,19000.0,37.0,546.26
8127,19716.45,20200.0,22.0,32.7
8128,19342.65,19800.0,23.0,39.84
8129,19653.5,19350.0,6.0,264.27
8130,19365.25,18300.0,14.0,1030.23
8131,21255.05,18900.0,7.0,2406.43
8132,19443.5,19400.0,15.0,168.26
8133,20686.8,19000.0,3.0,1717.05
8134,19406.7,21050.0,9.0,2.43
8135,19517.0,20000.0,27.0,59.93
8136,19079.6,18400.0,30.0,735.68
8137,19528.8,18500.0,10.0,970.38
8138,20901.15,21250.0,7.0,55.3
8139,19428.3,19150.0,6.0,262.59
8140,20070.0,20000.0,105.99999999999999,682.34
8141,20997.1,21000.0,10.0,181.14
8142,20103.1,19850.0,7.0,257.23
8143,19411.75,20350.0,24.0,2.43
8144,18972.1,18000.0,29.0,1015.51
8145,19122.15,20000.0,15.0,2.43
8146,19411.75,19000.0,3.0,341.24
8147,19443.5,20000.0,414.0,1447.4
8148,19047.25,19750.0,27.0,18.24
8149,19638.3,19300.0,20.0,402.71
8150,19342.65,19250.0,2.0,115.9
8151,19778.3,17100.0,1.0,2659.04
8152,20192.35,19850.0,6.0,315.66
8153,19794.7,21350.0,6.0,2.43
8154,19444.0,20800.0,8.0,2.43
8155,21654.75,22850.0,36.0,24.49
8156,19794.7,17000.0,34.0,2914.96
8157,18989.15,17400.0,29.0,1638.58
8158,19436.1,20500.0,1.0,2.43
8159,20103.1,20100.0,77.0,495.63
8160,19778.3,19800.0,29.0,248.6
8161,19564.5,19450.0,20.0,245.82
8162,19528.75,18750.0,2.0,680.34
8163,19281.75,19250.0,3.0,101.94
8164,21731.4,21050.0,62.0,1086.95
8165,19674.25,19550.0,13.0,216.57
8166,19659.9,19950.0,7.0,40.69
8167,19230.6,20150.0,27.0,2.43
8168,19322.55,19850.0,17.0,12.09
8169,20133.15,20550.0,56.0,210.18
8170,19742.35,15000.0,7.0,4950.78
8171,19189.05,17500.0,6.0,1598.41
8172,19819.95,19000.0,20.0,811.76
8173,19671.1,21150.0,29.0,2.43
8174,19398.5,19550.0,1.0,31.94
8175,18989.15,19000.0,15.0,138.24
8176,20133.15,19000.0,119.0,1651.7
8177,19443.55,20000.0,227.0,832.19
8178,18817.4,17800.0,65.0,1224.25
8179,19281.75,18950.0,10.0,343.09
8180,19794.7,21300.0,62.0,2.43
8181,21731.4,19400.0,27.0,2455.17
8182,19979.15,19100.0,14.0,832.4
8183,18817.4,17000.0,9.0,1771.37
8184,19406.7,19100.0,16.0,349.16
8185,21182.7,19850.0,42.0,1527.13
8186,20096.6,19000.0,393.0,2625.45
8187,18665.5,17200.0,34.0,1559.12
8188,19435.3,20100.0,13.0,2.43
8189,19355.9,19000.0,17.0,404.32
8190,19674.55,19450.0,10.0,250.95
8191,19398.5,18500.0,85.0,1215.79
8192,19497.3,17500.0,175.0,2572.38
8193,19811.85,19950.0,64.0,378.28
8194,18691.2,17650.0,3.0,969.14
8195,19765.2,21250.0,0.0,2.43
8196,19230.6,21700.0,27.0,2.43
8197,20133.3,21250.0,31.0,2.43
8198,19281.75,21000.0,31.0,2.43
8199,19996.35,20450.0,10.0,8.86
8200,18972.1,19100.0,8.0,59.99
8201,19355.9,19850.0,17.0,26.66
8202,19253.8,22000.0,28.0,2.43
8203,19386.7,19800.0,0.0,2.43
8204,19638.3,20300.0,27.0,23.31
8205,19716.45,19200.0,8.0,454.58
8206,19889.7,19100.0,16.0,793.61
8207,19570.85,20250.0,9.0,2.43
