,S,K,T,GRU_price
1970,19996.35,19400.0,10.0,531.04
1971,18857.25,21000.0,0.0,2.43
1972,19140.9,20350.0,59.00000000000001,17.17
1973,20937.7,20350.0,50.0,875.06
1974,19564.5,20950.0,48.0,2.43
1975,19694.0,19000.0,129.0,1290.6
1976,18856.85,19500.0,8.0,2.43
1977,19749.25,17000.0,72.0,2984.3
1978,20133.3,21350.0,17.0,2.43
1979,18691.2,18400.0,31.0,434.24
1980,19819.95,21400.0,20.0,2.43
1981,19638.3,19200.0,6.0,385.92
1982,19646.05,17800.0,34.0,1929.08
1983,19742.35,20800.0,14.0,2.43
1984,19794.0,19850.0,48.99999999999999,324.95
1985,18857.25,18450.0,63.00000000000001,720.61
1986,19396.45,19250.0,16.0,238.79
1987,19047.25,19850.0,62.0,85.41
1988,19342.65,17700.0,30.0,1684.94
1989,18665.5,13500.0,6.0,5325.35
1990,19783.4,23000.0,37.0,2.43
1991,19646.05,19950.0,13.0,49.96
1992,21182.7,20250.0,0.0,904.29
1993,19133.25,18700.0,56.0,677.02
1994,19545.75,19700.0,21.0,97.0
1995,19664.7,20550.0,9.0,2.43
1996,19306.05,20450.0,3.0,2.43
1997,19733.55,19850.0,23.0,149.63
1998,18817.4,18250.0,9.0,530.38
1999,19497.3,20050.0,21.0,21.95
2000,19545.75,20150.0,0.0,2.43
2001,21731.4,21000.0,89.99999999999999,1280.35
2002,20906.4,20000.0,79.0,1295.04
2003,19306.05,22000.0,31.0,2.43
2004,19406.7,17500.0,23.0,1920.44
2005,19517.0,19950.0,55.00000000000001,165.85
2006,19265.8,18600.0,34.0,745.97
2007,19425.35,21050.0,48.0,2.43
2008,20997.1,22350.0,3.0,2.43
2009,18972.1,17650.0,8.0,1269.4
2010,18857.25,18950.0,63.00000000000001,368.93
2011,21255.05,20800.0,0.0,469.31
2012,20855.1,22150.0,2.0,2.43
2013,20901.15,22350.0,48.99999999999999,8.2
2014,18856.85,18550.0,22.0,387.03
2015,19436.1,25000.0,449.0,103.39
2016,19523.55,20500.0,7.0,2.43
2017,21349.4,21700.0,20.0,113.95
2018,20103.1,19050.0,0.0,966.2
2019,19365.25,19000.0,224.0,1390.52
2020,19664.7,20100.0,30.0,65.01
2021,20070.0,18850.0,15.0,1201.32
2022,19664.7,21150.0,30.0,2.43
2023,19122.15,21100.0,36.0,2.43
2024,19564.5,20200.0,6.0,2.43
2025,19745.0,21050.0,6.0,2.43
2026,20192.35,20750.0,27.0,44.92
2027,19133.25,20350.0,28.0,2.43
2028,19811.35,21050.0,15.0,2.43
2029,19545.75,18300.0,56.0,1410.55
2030,20997.1,18900.0,44.99999999999999,2271.67
2031,19386.7,20650.0,0.0,2.43
2032,18691.2,19000.0,31.0,88.23
2033,20901.15,20200.0,0.0,647.02
2034,19646.05,20100.0,13.0,23.11
2035,19778.3,17800.0,1.0,1925.01
2036,19751.05,20500.0,13.0,2.43
2037,19711.45,17000.0,163.99999999999997,3227.99
2038,19802.0,21300.0,0.0,2.43
2039,19393.6,18300.0,10.0,1039.14
2040,21654.75,22250.0,15.0,54.91
2041,19331.8,17000.0,538.0,3995.43
2042,19672.35,19450.0,10.0,280.54
2043,19680.6,17100.0,2.0,2562.5
2044,18989.15,19750.0,22.0,2.43
2045,19694.0,17400.0,10.0,2318.01
2046,19444.0,20650.0,15.0,2.43
2047,19802.0,19000.0,14.0,790.29
2048,19386.7,19450.0,0.0,49.83
2049,18989.15,14000.0,56.99999999999999,5282.06
2050,19443.55,19350.0,10.0,167.22
2051,21349.4,17500.0,34.0,3985.64
2052,19996.35,19100.0,44.99999999999999,1023.28
2053,19497.3,20300.0,56.0,76.93
2054,19395.3,18800.0,0.0,502.62
2055,19794.0,21150.0,7.0,2.43
2056,19393.6,20850.0,17.0,2.43
2057,21778.7,18200.0,0.0,3561.03
2058,19753.8,19400.0,59.00000000000001,659.83
2059,19624.7,19600.0,21.0,199.93
2060,19570.85,20000.0,2.0,2.43
2061,19778.3,21250.0,15.0,2.43
2062,19443.5,18950.0,15.0,480.89
2063,21453.1,25000.0,100.0,2.43
2064,19671.1,11000.0,71.0,8945.78
2065,21441.35,21000.0,16.0,571.74
2066,19122.15,20600.0,15.0,2.43
2067,20906.4,18500.0,16.0,2477.63
2068,18755.9,19200.0,1.0,2.43
2069,19802.0,19250.0,7.0,502.0
2070,19794.0,18250.0,0.0,1466.24
2071,19413.75,20850.0,14.0,2.43
2072,19413.75,20450.0,7.0,2.43
2073,19753.8,21000.0,87.0,99.0
2074,18989.15,21650.0,29.0,2.43
2075,19727.05,19850.0,48.99999999999999,275.2
2076,19439.4,18700.0,51.00000000000001,901.02
2077,20855.1,19100.0,23.0,1830.23
2078,19778.3,21000.0,519.0,1395.36
2079,19811.5,18100.0,9.0,1645.82
2080,19674.25,19000.0,97.0,1093.67
2081,19428.3,21500.0,20.0,2.43
2082,19753.8,21350.0,3.0,2.43
2083,19306.05,19500.0,31.0,132.84
2084,19428.3,20750.0,20.0,2.43
2085,19413.75,19400.0,14.0,150.52
2086,19497.3,15000.0,175.0,4908.23
2087,21654.75,21550.0,8.0,279.89
2088,20070.0,19850.0,22.0,326.04
2089,19542.65,19650.0,13.0,75.62
2090,19512.35,20800.0,10.0,2.43
2091,18989.15,20000.0,148.0,295.37
2092,19517.0,19000.0,146.0,1189.39
2093,19674.25,18400.0,6.0,1228.46
2094,19393.6,17000.0,38.0,2485.15
2095,19675.45,20950.0,15.0,2.43
2096,19765.2,18000.0,224.0,2637.84
2097,19389.0,19150.0,9.0,245.21
2098,19523.55,17600.0,0.0,1895.32
2099,20906.4,22150.0,9.0,2.43
2100,19443.5,13000.0,50.0,6621.1
2101,21349.4,19200.0,13.0,2190.67
2102,19523.55,18350.0,0.0,1106.55
2103,21778.7,17900.0,28.0,3962.37
2104,19523.55,19650.0,21.0,127.83
2105,19819.95,20850.0,13.0,2.43
2106,19381.65,20200.0,14.0,2.43
2107,19395.3,20850.0,48.99999999999999,2.43
2108,19711.45,20000.0,31.0,101.44
2109,19979.15,19700.0,70.0,661.92
2110,19711.45,17500.0,163.99999999999997,2760.97
2111,19745.0,16600.0,6.0,3303.48
2112,19564.5,18600.0,6.0,881.32
2113,19425.35,18750.0,6.0,585.65
2114,19396.45,18450.0,9.0,880.8
2115,20070.0,19050.0,15.0,995.72
2116,19140.9,18000.0,423.0,2725.67
2117,18817.4,18900.0,23.0,156.8
2118,19425.35,20750.0,6.0,2.43
2119,19047.25,19550.0,27.0,51.74
2120,19398.5,19000.0,1.0,313.74
2121,19079.6,20700.0,2.0,2.43
2122,21255.05,18900.0,0.0,2343.69
2123,19996.35,18200.0,3.0,1721.42
2124,19497.3,19700.0,14.0,60.56
2125,19425.35,20650.0,76.0,58.24
2126,19731.75,18100.0,44.99999999999999,1763.0
2127,19331.8,17850.0,20.0,1501.81
2128,19611.05,21000.0,22.0,2.43
2129,18665.5,19000.0,97.0,393.3
2130,19811.35,20650.0,1.0,2.43
2131,19672.35,20900.0,66.0,63.07
2132,18856.85,20150.0,8.0,2.43
2133,19133.25,19150.0,28.0,208.82
2134,19381.65,18300.0,7.0,1035.21
2135,19731.8,20400.0,20.0,8.33
2136,19079.6,19200.0,9.0,67.42
2137,19543.1,18100.0,14.0,1412.88
2138,18856.85,19000.0,190.0,872.74
2139,19435.3,20700.0,55.00000000000001,2.43
2140,18857.25,20050.0,14.0,2.43
2141,20926.35,20400.0,15.0,585.35
2142,19659.9,20100.0,21.0,60.34
2143,19778.3,19100.0,64.0,946.88
2144,19794.7,15000.0,34.0,4977.74
2145,18665.5,17500.0,13.0,1170.21
2146,19528.8,19500.0,24.0,223.41
2147,19646.05,17800.0,6.0,1802.15
2148,19425.35,18750.0,20.0,673.67
2149,19731.75,19000.0,17.0,712.02
2150,20267.9,20000.0,118.00000000000001,928.46
2151,19398.5,18700.0,8.0,625.11
2152,19574.9,18300.0,9.0,1217.2
2153,19996.35,20150.0,17.0,80.35
2154,19310.15,20000.0,27.0,16.11
2155,19406.7,19400.0,30.0,245.21
2156,19322.55,19300.0,87.0,536.56
2157,21418.65,22700.0,38.0,13.27
2158,19659.9,20550.0,7.0,2.43
2159,19545.75,19050.0,0.0,409.22
2160,19497.3,18450.0,21.0,1037.13
2161,19996.35,18200.0,17.0,1778.2
2162,19543.1,19600.0,7.0,70.87
2163,19680.6,19400.0,65.0,655.14
2164,18716.15,18000.0,16.0,717.11
2165,20969.4,20900.0,27.0,349.71
2166,19811.35,19550.0,1.0,222.6
2167,19434.55,19250.0,24.0,306.23
2168,20906.4,21150.0,2.0,48.26
2169,19306.05,19450.0,24.0,120.16
2170,19365.25,18850.0,42.0,677.65
2171,21654.75,21350.0,64.0,810.85
2172,20096.6,19850.0,29.0,421.18
2173,19517.0,19200.0,27.0,440.21
2174,19443.55,19300.0,24.0,288.19
2175,19901.4,17500.0,99.0,2844.74
2176,21441.35,22550.0,16.0,2.43
2177,21778.7,21800.0,35.0,399.56
2178,20686.8,19650.0,10.0,1059.29
2179,19517.0,19200.0,6.0,305.22
2180,19659.9,19150.0,0.0,443.65
2181,21182.7,20750.0,21.0,584.09
2182,19425.35,18900.0,48.0,714.19
2183,19653.5,19650.0,55.00000000000001,367.62
2184,19745.0,19300.0,20.0,548.39
2185,19833.15,17500.0,8.0,2296.74
2186,19783.4,21000.0,219.0,516.35
2187,20686.8,19900.0,3.0,792.45
2188,19711.45,19100.0,24.0,627.96
2189,20969.4,18000.0,111.0,3406.04
2190,19659.9,20700.0,0.0,2.43
2191,19528.75,20100.0,23.0,31.65
2192,19389.0,18500.0,9.0,818.4
2193,19381.65,20000.0,56.0,119.09
2194,19564.5,19550.0,48.0,353.36
2195,19694.0,25000.0,38.0,2.43
2196,19671.1,19550.0,22.0,270.11
2197,19281.75,19500.0,66.0,335.17
2198,19079.6,20450.0,86.00000000000001,57.74
2199,19689.85,21200.0,23.0,2.43
2200,19996.35,17000.0,17.0,3020.31
2201,18826.0,17000.0,40.99999999999999,1932.91
2202,19465.0,18950.0,15.0,489.75
2203,19342.65,20900.0,37.0,2.43
2204,19306.05,19800.0,3.0,2.43
2205,20969.4,21300.0,83.0,463.84
2206,19347.45,20100.0,1.0,2.43
2207,19993.2,19800.0,44.0,447.38
2208,19674.25,20000.0,279.0,1153.74
2209,21731.4,23050.0,34.0,2.43
2210,19439.4,20000.0,170.0,581.2
2211,19434.55,19750.0,3.0,7.52
2212,19545.75,19050.0,56.0,723.15
2213,19342.65,21500.0,2.0,2.43
2214,18857.25,19500.0,63.00000000000001,112.28
2215,19646.05,21000.0,243.99999999999997,533.69
2216,19512.35,18500.0,17.0,1003.58
2217,19833.15,17500.0,71.0,2550.67
2218,19386.7,21150.0,14.0,2.43
2219,19439.4,20100.0,16.0,2.43
2220,19783.4,20350.0,16.0,7.24
2221,21349.4,22000.0,13.0,32.45
2222,19543.1,18600.0,0.0,858.01
2223,19778.3,18500.0,64.0,1511.4
2224,19802.0,20000.0,0.0,25.83
2225,19979.15,19900.0,21.0,240.8
2226,18856.85,18700.0,71.0,548.94
2227,19393.6,21050.0,10.0,2.43
2228,19765.2,19700.0,28.0,288.81
2229,19413.75,18200.0,48.99999999999999,1356.96
2230,19819.95,19000.0,48.0,961.91
2231,19694.0,20650.0,3.0,2.43
2232,21453.1,21600.0,72.0,532.72
2233,21150.15,22500.0,22.0,2.43
2234,20926.35,21950.0,22.0,2.43
2235,19347.45,19000.0,56.99999999999999,610.17
2236,21150.15,22400.0,1.0,2.43
2237,18755.9,18950.0,8.0,46.82
2238,19413.75,19400.0,77.0,498.55
2239,19230.6,20100.0,20.0,2.43
2240,19727.05,19950.0,0.0,22.26
2241,19365.25,20900.0,42.0,2.43
2242,19765.2,20600.0,7.0,2.43
2243,19672.35,19450.0,3.0,233.4
2244,19638.3,20050.0,13.0,27.27
2245,19545.75,20600.0,0.0,2.43
2246,18857.25,19350.0,0.0,2.43
2247,19646.05,20500.0,62.0,101.03
2248,19675.45,20000.0,407.0,1610.6
2249,18755.45,19300.0,17.0,19.82
2250,19265.8,20050.0,6.0,2.43
2251,18688.1,20000.0,287.0,610.25
2252,20937.7,19000.0,1.0,1965.64
2253,19733.55,19300.0,2.0,350.51
2254,19675.45,21400.0,15.0,2.43
2255,19624.7,19100.0,70.0,829.51
2256,19751.05,21150.0,34.0,2.43
2257,19384.3,20900.0,22.0,2.43
2258,19689.85,21150.0,16.0,2.43
2259,19230.6,17000.0,55.00000000000001,2360.49
2260,21349.4,20100.0,6.0,1254.54
2261,19355.9,19000.0,31.0,491.02
2262,19512.35,20650.0,31.0,2.43
2263,21456.65,21700.0,20.0,151.54
2264,19811.5,19700.0,9.0,167.96
2265,20937.7,18800.0,22.0,2213.76
2266,19281.75,20800.0,17.0,2.43
2267,19347.45,20900.0,29.0,2.43
2268,19386.7,19100.0,63.00000000000001,609.25
2269,19523.55,20500.0,63.00000000000001,71.31
2270,19794.0,23000.0,77.0,2.43
2271,19512.35,15000.0,80.0,4871.03
2272,19386.7,19900.0,0.0,2.43
2273,21654.75,22950.0,36.0,7.18
2274,19265.8,19800.0,27.0,42.36
2275,19733.55,20500.0,30.0,22.74
2276,19749.25,20900.0,9.0,2.43
2277,20686.8,21300.0,10.0,10.43
2278,19331.8,19650.0,20.0,72.45
2279,19833.15,21050.0,1.0,2.43
2280,20070.0,15000.0,15.0,5203.17
2281,19347.45,20300.0,15.0,2.43
2282,19436.1,18200.0,22.0,1236.34
2283,18826.0,18200.0,76.0,929.47
2284,19428.3,19900.0,48.0,115.69
2285,19355.9,18850.0,3.0,439.67
2286,19140.9,21450.0,31.0,2.43
2287,19406.7,24000.0,51.00000000000001,2.43
2288,21654.75,22200.0,1.0,8.41
2289,19365.25,19450.0,42.0,269.43
2290,18857.25,19550.0,21.0,2.43
2291,20103.1,19600.0,0.0,420.78
2292,19819.95,20500.0,6.0,2.43
2293,19753.8,21300.0,17.0,2.43
2294,19265.8,20100.0,6.0,2.43
2295,19675.45,18000.0,71.0,1950.04
2296,19140.9,18350.0,3.0,711.07
2297,21654.75,18300.0,29.0,3503.33
2298,19444.0,19150.0,8.0,263.21
2299,18817.4,17550.0,9.0,1216.11
2300,19675.45,18800.0,43.00000000000001,1028.43
2301,21456.65,21200.0,40.99999999999999,597.87
2302,19411.75,19950.0,10.0,2.43
2303,19675.45,19900.0,43.00000000000001,213.24
2304,19413.75,18800.0,48.99999999999999,784.35
2305,19901.4,19950.0,29.0,243.61
2306,21778.7,23150.0,21.0,2.43
2307,19133.25,19050.0,0.0,109.91
2308,19528.8,20100.0,52.0,99.35
2309,19384.3,19300.0,78.0,551.46
2310,19671.1,19250.0,8.0,386.16
2311,21182.7,21700.0,28.0,93.55
2312,19310.15,19900.0,69.0,151.35
2313,19542.65,20900.0,13.0,2.43
2314,21349.4,18000.0,370.0,4533.62
2315,19611.05,21450.0,22.0,2.43
2316,19306.05,20650.0,3.0,2.43
2317,18857.25,21100.0,35.0,2.43
2318,19680.6,19200.0,16.0,504.78
2319,19675.45,19950.0,29.0,100.45
2320,19140.9,20250.0,24.0,2.43
2321,19253.8,18050.0,0.0,1142.76
2322,18856.85,18000.0,8.0,818.0
2323,19674.25,19200.0,69.0,800.09
2324,21255.05,21650.0,35.0,174.64
2325,19331.8,20100.0,6.0,2.43
2326,19901.4,15000.0,8.0,5172.57
2327,19711.45,19800.0,24.0,161.83
2328,19395.3,19900.0,7.0,2.43
2329,19189.05,17500.0,27.0,1691.53
2330,19389.0,18700.0,86.00000000000001,1021.21
2331,19465.0,19900.0,43.00000000000001,99.71
2332,18856.85,20200.0,71.0,26.31
2333,19133.25,19200.0,56.0,333.47
2334,19389.0,18050.0,23.0,1333.65
2335,21150.15,19000.0,99.0,2717.02
2336,18856.85,19250.0,15.0,31.31
2337,19745.0,20200.0,69.0,286.42
2338,19833.15,19850.0,1.0,57.42
2339,19342.65,20500.0,2.0,2.43
2340,19406.7,20850.0,9.0,2.43
2341,19443.5,20550.0,1.0,2.43
2342,19794.0,19850.0,0.0,56.99
2343,19439.4,19900.0,16.0,27.11
2344,20855.1,22000.0,51.00000000000001,54.29
2345,20997.1,21800.0,17.0,2.43
2346,19646.05,18700.0,6.0,872.49
2347,19413.75,19750.0,14.0,38.75
2348,19811.5,20800.0,2.0,2.43
2349,19993.2,20650.0,16.0,2.43
2350,19611.05,18000.0,50.0,1751.43
2351,20997.1,21500.0,80.0,361.85
2352,21778.7,18350.0,28.0,3530.85
2353,19731.75,21550.0,44.99999999999999,2.43
2354,19742.35,15000.0,97.99999999999999,5158.14
2355,21456.65,22400.0,76.0,173.58
2356,19281.75,17000.0,66.0,2576.22
2357,19331.8,20350.0,13.0,2.43
2358,19996.35,20950.0,3.0,2.43
2359,21654.75,20550.0,8.0,1137.49
2360,20906.4,20200.0,44.0,934.0
2361,19523.55,19300.0,21.0,331.06
2362,21453.1,21550.0,16.0,204.32
2363,19749.25,20600.0,72.0,123.03
2364,19322.55,21000.0,542.0,1114.5
2365,19444.0,19350.0,36.0,313.85
2366,19680.6,20750.0,65.0,79.08
2367,19675.45,20850.0,43.00000000000001,2.43
2368,18688.1,17250.0,0.0,1399.67
2369,19425.35,18600.0,6.0,737.45
2370,19140.9,19150.0,17.0,161.9
2371,19545.75,20700.0,21.0,2.43
2372,19512.35,19400.0,10.0,195.09
2373,19406.7,20500.0,23.0,2.43
2374,20997.1,18000.0,44.99999999999999,3159.99
2375,19996.35,20300.0,17.0,54.61
2376,19742.35,20400.0,70.0,143.47
2377,21778.7,22050.0,63.00000000000001,447.03
2378,19444.0,20000.0,218.0,726.09
2379,20192.35,21200.0,34.0,2.43
2380,19993.2,19450.0,16.0,550.9
2381,19671.1,21200.0,8.0,2.43
2382,19079.6,20150.0,58.0,36.4
2383,21255.05,22000.0,7.0,2.43
2384,19444.0,18100.0,15.0,1308.34
2385,19386.7,19700.0,21.0,61.59
2386,19689.85,19150.0,79.0,892.39
2387,19411.75,18950.0,52.0,678.08
2388,19901.4,19450.0,1.0,412.33
2389,19436.1,19750.0,85.0,358.33
2390,18691.2,18750.0,10.0,95.86
2391,21731.4,19500.0,13.0,2291.91
2392,19265.8,20250.0,34.0,2.43
2393,19611.05,19750.0,22.0,114.03
2394,18817.4,19500.0,65.0,106.3
2395,19993.2,18450.0,16.0,1551.91
2396,21255.05,21750.0,35.0,134.57
2397,21441.35,21500.0,16.0,234.45
2398,19749.25,14000.0,72.0,6018.51
2399,19398.5,19500.0,85.0,470.46
2400,19425.35,19100.0,13.0,335.16
2401,19265.8,19250.0,20.0,191.51
2402,19310.15,20650.0,13.0,2.43
2403,19395.3,19700.0,21.0,63.09
2404,19833.15,19600.0,43.00000000000001,468.76
2405,19672.35,18850.0,3.0,765.18
2406,19133.25,21450.0,28.0,2.43
2407,19443.5,17400.0,22.0,2041.87
2408,18817.4,19800.0,9.0,2.43
2409,19742.35,20650.0,14.0,2.43
2410,19265.8,18400.0,34.0,945.34
2411,19742.35,20050.0,21.0,76.14
2412,19632.55,18850.0,22.0,783.93
2413,19783.4,19400.0,65.0,726.37
2414,19680.6,20200.0,16.0,26.1
2415,18755.45,17850.0,3.0,882.39
2416,19646.05,19850.0,62.0,340.49
2417,19365.25,19200.0,42.0,407.38
2418,19675.45,21250.0,43.00000000000001,2.43
2419,19611.05,18500.0,8.0,1041.76
2420,18716.15,20000.0,107.0,106.37
2421,19079.6,18100.0,30.0,1025.18
2422,21349.4,19450.0,6.0,1911.14
2423,19694.0,21150.0,38.0,2.43
2424,19253.8,17800.0,28.0,1536.68
2425,18688.1,17500.0,42.0,1326.9
2426,19671.1,19850.0,71.0,378.53
2427,19570.85,18500.0,142.0,1671.33
2428,19396.45,20900.0,37.0,2.43
2429,20070.0,16000.0,105.99999999999999,4401.99
2430,19979.15,19150.0,42.0,935.63
2431,20997.1,20800.0,24.0,397.14
2432,18688.1,19500.0,42.0,40.47
2433,20133.3,19850.0,3.0,260.47
2434,19727.05,18700.0,0.0,939.48
2435,19979.15,19650.0,70.0,697.47
2436,19443.5,19250.0,29.0,338.83
2437,19901.4,18550.0,8.0,1364.02
2438,19653.5,19400.0,27.0,362.63
2439,18817.4,19150.0,65.0,240.2
2440,18817.4,18200.0,16.0,606.54
2441,18972.1,19150.0,64.0,311.58
2442,20855.1,21150.0,51.00000000000001,295.67
2443,19674.55,20300.0,3.0,2.43
2444,18857.25,20750.0,35.0,2.43
2445,19443.5,20700.0,1.0,2.43
2446,21778.7,18500.0,182.0,3912.88
2447,20192.35,20400.0,76.0,384.22
2448,19811.35,21150.0,78.0,48.41
2449,21453.1,20450.0,37.0,1167.04
2450,19281.75,20650.0,31.0,2.43
2451,21731.4,21300.0,34.0,713.51
2452,19395.3,19100.0,0.0,242.34
2453,19543.1,18350.0,0.0,1111.43
2454,19140.9,20000.0,241.0,671.94
2455,18989.15,19250.0,1.0,14.99
2456,19133.25,18100.0,7.0,976.86
2457,19742.35,20250.0,14.0,18.61
2458,19564.5,18300.0,6.0,1181.7
2459,19406.7,20600.0,23.0,2.43
2460,19443.55,20350.0,3.0,2.43
2461,19742.35,17500.0,7.0,2275.33
2462,20686.8,20800.0,24.0,222.09
2463,19281.75,20350.0,3.0,2.43
2464,19694.0,18550.0,10.0,1116.02
2465,19189.05,18800.0,89.99999999999999,798.11
2466,19047.25,20200.0,20.0,2.43
2467,19694.0,20950.0,10.0,2.43
2468,21150.15,19400.0,1.0,1874.39
2469,20901.15,19250.0,21.0,1729.65
2470,19347.45,19000.0,211.0,1291.32
2471,18857.25,20200.0,7.0,2.43
2472,21778.7,21300.0,7.0,530.51
2473,19444.0,20600.0,36.0,2.43
2474,21456.65,15000.0,377.0,7218.17
2475,19671.1,17750.0,8.0,1911.88
2476,21255.05,21200.0,7.0,224.76
2477,19406.7,16000.0,415.0,4604.87
2478,19996.35,20000.0,10.0,120.38
2479,18989.15,19500.0,8.0,2.43
2480,19727.05,21000.0,112.0,121.79
2481,19512.35,20600.0,52.0,24.74
2482,19570.85,18100.0,2.0,1396.44
2483,19749.25,20900.0,2.0,2.43
2484,19140.9,20150.0,59.00000000000001,48.7
2485,19979.15,19950.0,14.0,166.79
2486,19306.05,20000.0,59.00000000000001,91.54
2487,18688.1,19100.0,0.0,2.43
2488,19398.5,20350.0,1.0,2.43
2489,19434.55,18450.0,3.0,890.32
2490,19597.3,21000.0,24.0,2.43
2491,20267.9,19850.0,55.00000000000001,712.89
2492,20937.7,20350.0,22.0,696.47
2493,20997.1,20200.0,17.0,827.93
2494,19778.3,19200.0,64.0,871.36
2495,18755.9,15000.0,15.0,3856.43
2496,19574.9,21000.0,205.0,308.69
2497,21182.7,21200.0,28.0,316.09
2498,19393.6,23000.0,38.0,2.43
2499,19381.65,19500.0,21.0,133.74
2500,19079.6,19250.0,2.0,38.08
2501,19542.65,19100.0,13.0,429.69
2502,19624.7,20150.0,0.0,2.43
2503,19230.6,21100.0,20.0,2.43
2504,20901.15,18700.0,7.0,2238.58
2505,19347.45,17900.0,1.0,1462.75
2506,20906.4,21250.0,79.0,441.08
2507,19411.75,20800.0,3.0,2.43
2508,19395.3,21300.0,0.0,2.43
2509,19265.8,19200.0,34.0,300.64
2510,21778.7,19700.0,7.0,2082.95
2511,21150.15,22500.0,71.0,121.61
2512,19384.3,20000.0,260.0,877.33
2513,19281.75,13000.0,66.0,6740.31
2514,18826.0,18550.0,40.99999999999999,484.75
2515,19745.0,17000.0,6.0,2864.98
2516,19597.3,18950.0,10.0,589.92
2517,19386.7,21250.0,0.0,2.43
2518,19435.3,21050.0,13.0,2.43
2519,19497.3,20650.0,14.0,2.43
2520,18691.2,17750.0,3.0,871.18
2521,19428.3,20700.0,13.0,2.43
2522,19742.35,20050.0,14.0,55.29
2523,20133.15,19450.0,0.0,617.93
2524,19386.7,19450.0,28.0,192.33
2525,19436.1,19700.0,85.0,383.89
2526,19742.35,19100.0,35.0,757.1
2527,19716.45,21000.0,1.0,2.43
2528,19632.55,20300.0,50.0,86.46
2529,19395.3,21150.0,21.0,2.43
2530,19716.45,20100.0,1.0,2.43
2531,18989.15,18800.0,15.0,254.68
2532,19794.7,21250.0,6.0,2.43
2533,19570.85,18800.0,2.0,669.53
2534,21349.4,21050.0,6.0,380.51
2535,19386.7,21500.0,35.0,2.43
2536,20096.6,20300.0,1.0,37.74
2537,19680.6,18500.0,37.0,1287.2
2538,19659.9,19400.0,21.0,380.74
2539,19306.05,21150.0,3.0,2.43
2540,19465.0,20000.0,15.0,5.34
2541,19047.25,17900.0,34.0,1219.78
2542,19253.8,19250.0,28.0,236.71
2543,19384.3,20100.0,22.0,2.43
2544,20103.1,19000.0,42.0,1221.82
2545,19322.55,18300.0,10.0,969.28
2546,19811.85,21150.0,36.0,2.43
2547,18716.15,18800.0,23.0,154.9
2548,18755.45,19750.0,38.0,3.47
2549,19322.55,19250.0,3.0,109.94
2550,19523.55,21550.0,28.0,2.43
2551,19384.3,21000.0,169.0,187.83
2552,21453.1,21100.0,2.0,380.19
2553,19439.4,20600.0,16.0,2.43
2554,19811.85,19150.0,15.0,648.95
2555,19306.05,19950.0,3.0,2.43
2556,18691.2,19250.0,31.0,48.1
2557,19322.55,20250.0,31.0,2.43
2558,19794.7,19550.0,20.0,342.15
2559,19528.8,19300.0,10.0,255.17
2560,19434.55,21400.0,44.99999999999999,2.43
2561,19674.55,19050.0,3.0,546.87
2562,19716.45,20350.0,8.0,2.43
2563,19716.45,20900.0,8.0,2.43
2564,21731.4,21500.0,20.0,449.36
2565,19528.8,19550.0,10.0,113.71
2566,18665.5,17000.0,552.0,3419.46
2567,19783.4,19600.0,65.0,576.83
2568,19230.6,16000.0,55.00000000000001,3362.24
2569,20937.7,22150.0,1.0,2.43
2570,19664.7,20400.0,16.0,2.43
2571,19638.3,21100.0,13.0,2.43
2572,19443.55,22000.0,44.99999999999999,2.43
2573,19322.55,17000.0,24.0,2314.86
2574,20133.3,18900.0,10.0,1209.57
2575,19411.75,20000.0,10.0,2.43
2576,19646.05,18800.0,6.0,767.74
2577,19439.4,20500.0,9.0,2.43
2578,19811.35,21200.0,29.0,2.43
2579,21654.75,21750.0,15.0,216.97
2580,18688.1,17600.0,7.0,1062.56
2581,19751.05,21000.0,20.0,2.43
2582,18857.25,20500.0,0.0,2.43
2583,19765.2,17900.0,42.0,1996.56
2584,19434.55,20100.0,3.0,2.43
2585,19794.0,20800.0,28.0,2.43
2586,20901.15,22200.0,7.0,2.43
2587,19189.05,18000.0,89.99999999999999,1487.02
2588,19347.45,20300.0,56.99999999999999,45.41
2589,18972.1,18900.0,64.0,442.79
2590,19564.5,19600.0,76.0,468.92
2591,19597.3,21500.0,3.0,2.43
2592,19543.1,19650.0,21.0,133.87
2593,19140.9,20000.0,31.0,2.43
2594,19140.9,21150.0,10.0,2.43
2595,19570.85,18850.0,23.0,738.57
2596,19811.35,21100.0,78.0,55.85
2597,19439.4,18550.0,2.0,835.85
2598,21150.15,19450.0,36.0,1954.78
2599,19381.65,20550.0,28.0,2.43
2600,19411.75,19250.0,10.0,201.07
2601,21453.1,19700.0,37.0,1909.71
2602,19434.55,20650.0,17.0,2.43
2603,20997.1,21750.0,24.0,34.73
2604,19523.55,17700.0,0.0,1789.46
2605,19384.3,20700.0,15.0,2.43
2606,19733.55,20100.0,30.0,90.43
2607,19413.75,17000.0,168.0,2975.07
2608,19742.35,18600.0,0.0,1068.54
2609,20133.3,20200.0,31.0,233.71
2610,19047.25,19000.0,34.0,289.86
2611,19632.55,19700.0,50.0,322.35
2612,21255.05,22500.0,7.0,2.43
2613,18771.25,20000.0,189.0,342.01
2614,19545.75,18950.0,7.0,511.15
2615,21349.4,20000.0,6.0,1351.6
2616,19523.55,19800.0,28.0,97.72
2617,20901.15,21650.0,14.0,6.0
